date,revenue,expenses,profit,top_selling_sku
2025-11-22,156203.81,24517.79,131686.01,SKU-SAAS-004
2025-11-23,176886.7,24469.43,152417.27,SKU-SAAS-003
2025-11-24,215672.27,32773.1,182899.17,SKU-SAAS-001
2025-11-25,155852.05,22958.33,132893.72,SKU-SAAS-001
2025-11-26,185397.2,26517.54,158879.66,SKU-SAAS-008
2025-11-27,178996.72,26689.18,152307.54,SKU-SAAS-006
2025-11-28,200819.25,28815.44,172003.81,SKU-SAAS-001
2025-11-29,211963.36,29204.85,182758.51,SKU-SAAS-001
2025-11-30,213660.45,28845.75,184814.7,SKU-SAAS-003
2025-12-01,181835.57,26642.87,155192.7,SKU-SAAS-003
2025-12-02,206023.57,29014.86,177008.71,SKU-SAAS-008
2025-12-03,186752.12,28780.34,157971.77,SKU-SAAS-006
2025-12-04,197207.39,30600.82,166606.57,SKU-SAAS-001
2025-12-05,154010.56,22050.0,131960.56,SKU-SAAS-001
2025-12-06,189542.08,28866.9,160675.18,SKU-SAAS-001
2025-12-07,201820.91,32677.15,169143.76,SKU-SAAS-001
2025-12-08,209010.39,32816.67,176193.71,SKU-SAAS-001
2025-12-09,179710.64,27331.93,152378.71,SKU-SAAS-001
2025-12-10,213081.59,32124.4,180957.19,SKU-SAAS-006
2025-12-11,176614.16,24659.06,151955.1,SKU-SAAS-007
2025-12-12,177384.17,24699.65,152684.51,SKU-SAAS-001
2025-12-13,152478.18,21157.46,131320.72,SKU-SAAS-001
2025-12-14,199593.93,32097.83,167496.1,SKU-SAAS-001
2025-12-15,150175.13,21782.51,128392.62,SKU-SAAS-008
2025-12-16,189539.16,28717.89,160821.27,SKU-SAAS-005
2025-12-17,182125.52,28963.6,153161.91,SKU-SAAS-001
2025-12-18,171259.95,23758.53,147501.42,SKU-SAAS-001
2025-12-19,215819.57,34628.93,181190.64,SKU-SAAS-001
2025-12-20,165802.88,24255.98,141546.9,SKU-SAAS-001
2025-12-21,167865.63,25410.97,142454.66,SKU-SAAS-002
2025-12-22,215815.0,32426.48,183388.52,SKU-SAAS-003
2025-12-23,170227.34,23727.06,146500.28,SKU-SAAS-001
2025-12-24,218346.34,33357.03,184989.3,SKU-SAAS-008
2025-12-25,195188.83,30964.99,164223.83,SKU-SAAS-001
2025-12-26,214118.76,34349.32,179769.43,SKU-SAAS-001
2025-12-27,165897.39,26883.28,139014.11,SKU-SAAS-001
2025-12-28,179541.41,24595.62,154945.8,SKU-SAAS-008
2025-12-29,223166.11,30678.29,192487.82,SKU-SAAS-003
2025-12-30,204322.78,31005.84,173316.94,SKU-SAAS-001
2025-12-31,222826.81,33601.56,189225.25,SKU-SAAS-001
2026-01-01,241324.74,33296.8,208027.94,SKU-SAAS-001
2026-01-02,223037.81,33742.73,189295.08,SKU-SAAS-001
2026-01-03,215886.05,33804.73,182081.32,SKU-SAAS-001
2026-01-04,167810.51,27205.07,140605.44,SKU-SAAS-001
2026-01-05,171532.35,24182.85,147349.5,SKU-SAAS-001
2026-01-06,168519.91,25843.19,142676.73,SKU-SAAS-001
2026-01-07,176939.24,28402.09,148537.15,SKU-SAAS-001
2026-01-08,190167.18,29833.79,160333.39,SKU-SAAS-001
2026-01-09,190365.14,28366.54,161998.61,SKU-SAAS-001
2026-01-10,183302.98,26698.42,156604.55,SKU-SAAS-001
2026-01-11,198393.15,32331.89,166061.25,SKU-SAAS-001
2026-01-12,181293.02,27409.63,153883.39,SKU-SAAS-002
2026-01-13,217741.37,32873.4,184867.97,SKU-SAAS-006
2026-01-14,199446.8,31455.49,167991.31,SKU-SAAS-005
2026-01-15,167908.48,25648.17,142260.31,SKU-SAAS-001
2026-01-16,234191.08,34529.17,199661.91,SKU-SAAS-001
2026-01-17,200593.5,31709.27,168884.22,SKU-SAAS-003
2026-01-18,248949.25,36853.41,212095.84,SKU-SAAS-001
2026-01-19,183677.66,29753.94,153923.72,SKU-SAAS-001
2026-01-20,241912.45,37877.44,204035.01,SKU-SAAS-001
2026-01-21,202080.56,32831.04,169249.51,SKU-SAAS-001
2026-01-22,189457.44,25802.55,163654.89,SKU-SAAS-008
2026-01-23,250319.47,38758.11,211561.36,SKU-SAAS-001
2026-01-24,189137.18,30570.77,158566.41,SKU-SAAS-008
2026-01-25,216120.76,29537.93,186582.83,SKU-SAAS-003
2026-01-26,202385.53,29190.38,173195.15,SKU-SAAS-004
2026-01-27,203347.11,32606.69,170740.42,SKU-SAAS-001
2026-01-28,215821.09,31154.24,184666.84,SKU-SAAS-001
2026-01-29,245964.61,34344.66,211619.94,SKU-SAAS-001
2026-01-30,171390.34,26507.25,144883.09,SKU-SAAS-001
2026-01-31,169250.15,23235.71,146014.44,SKU-SAAS-001
2026-02-01,195659.4,28998.53,166660.87,SKU-SAAS-001
2026-02-02,205010.16,30122.36,174887.8,SKU-SAAS-001
2026-02-03,232672.35,32392.16,200280.19,SKU-SAAS-001
2026-02-04,200263.08,30779.58,169483.5,SKU-SAAS-001
2026-02-05,178428.43,26840.68,151587.75,SKU-SAAS-001
2026-02-06,195973.94,32177.87,163796.08,SKU-SAAS-001
2026-02-07,224366.38,34990.65,189375.72,SKU-SAAS-006
2026-02-08,252494.3,37088.55,215405.75,SKU-SAAS-001
2026-02-09,223113.04,31276.59,191836.45,SKU-SAAS-002
2026-02-10,188935.75,27032.27,161903.48,SKU-SAAS-001
2026-02-11,210734.54,31648.46,179086.07,SKU-SAAS-006
2026-02-12,171832.45,24018.18,147814.28,SKU-SAAS-001
2026-02-13,251732.05,36410.39,215321.66,SKU-SAAS-008
2026-02-14,222957.86,33093.82,189864.04,SKU-SAAS-001
2026-02-15,189257.35,27896.16,161361.19,SKU-SAAS-001
2026-02-16,246210.43,36038.15,210172.27,SKU-SAAS-001
2026-02-17,188545.82,29176.49,159369.33,SKU-SAAS-001
2026-02-18,247807.9,39180.68,208627.22,SKU-SAAS-001
2026-02-19,189920.24,25875.45,164044.79,SKU-SAAS-001
2026-02-20,198790.97,28103.72,170687.25,SKU-SAAS-001
2026-02-21,209258.34,31192.12,178066.23,SKU-SAAS-001
2026-02-22,180656.92,28965.5,151691.42,SKU-SAAS-005
2026-02-23,197544.62,28011.28,169533.34,SKU-SAAS-001
2026-02-24,207851.52,31768.05,176083.46,SKU-SAAS-005
2026-02-25,206827.46,31400.53,175426.93,SKU-SAAS-001
2026-02-26,225887.82,34707.67,191180.15,SKU-SAAS-002
2026-02-27,188859.57,25936.56,162923.01,SKU-SAAS-001
2026-02-28,201287.49,28604.69,172682.8,SKU-SAAS-003
2026-03-01,189723.52,26151.03,163572.49,SKU-SAAS-001
2026-03-02,218473.42,33202.72,185270.7,SKU-SAAS-001
2026-03-03,217644.79,35231.26,182413.53,SKU-SAAS-001
2026-03-04,196701.74,29589.8,167111.94,SKU-SAAS-001
2026-03-05,210484.16,31066.2,179417.96,SKU-SAAS-001
2026-03-06,207640.98,29925.36,177715.62,SKU-SAAS-001
2026-03-07,182276.02,27431.49,154844.53,SKU-SAAS-001
2026-03-08,220896.62,35448.86,185447.77,SKU-SAAS-004
2026-03-09,204587.67,30544.25,174043.41,SKU-SAAS-001
2026-03-10,199249.38,32523.11,166726.26,SKU-SAAS-006
2026-03-11,231897.0,37296.81,194600.19,SKU-SAAS-001
2026-03-12,190664.41,30025.03,160639.38,SKU-SAAS-008
2026-03-13,175837.08,23825.63,152011.45,SKU-SAAS-001
2026-03-14,185256.89,27052.04,158204.84,SKU-SAAS-001
2026-03-15,185641.63,28071.2,157570.43,SKU-SAAS-001
2026-03-16,164063.49,25108.66,138954.83,SKU-SAAS-001
2026-03-17,164998.41,23852.45,141145.96,SKU-SAAS-007
2026-03-18,213752.35,33448.92,180303.43,SKU-SAAS-004
2026-03-19,186869.73,27853.29,159016.43,SKU-SAAS-006
2026-03-20,164845.02,26452.89,138392.13,SKU-SAAS-007
