date,description,amount,type,category,merchant
2025-06-11,Daily Sales Settlement,184248.53,credit,Sales Revenue,Payment Gateway
2025-06-11,Supplier Payment / Overheads,102499.59901308996,debit,Rent,Various Vendors
2025-06-12,Daily Sales Settlement,225206.77,credit,Sales Revenue,Payment Gateway
2025-06-13,Daily Sales Settlement,213760.61,credit,Sales Revenue,Payment Gateway
2025-06-13,Supplier Payment / Overheads,179752.83728624665,debit,Marketing,Various Vendors
2025-06-14,Daily Sales Settlement,193490.94,credit,Sales Revenue,Payment Gateway
2025-06-15,Daily Sales Settlement,240142.61,credit,Sales Revenue,Payment Gateway
2025-06-16,Daily Sales Settlement,259658.29,credit,Sales Revenue,Payment Gateway
2025-06-17,Daily Sales Settlement,230822.87,credit,Sales Revenue,Payment Gateway
2025-06-18,Daily Sales Settlement,255351.08,credit,Sales Revenue,Payment Gateway
2025-06-19,Daily Sales Settlement,263497.56,credit,Sales Revenue,Payment Gateway
2025-06-20,Daily Sales Settlement,195574.13,credit,Sales Revenue,Payment Gateway
2025-06-20,Supplier Payment / Overheads,127907.79955485102,debit,Payroll,Various Vendors
2025-06-21,Daily Sales Settlement,252921.85,credit,Sales Revenue,Payment Gateway
2025-06-21,Supplier Payment / Overheads,144542.5139981747,debit,Marketing,Various Vendors
2025-06-22,Daily Sales Settlement,267903.9,credit,Sales Revenue,Payment Gateway
2025-06-22,Supplier Payment / Overheads,163945.90520877036,debit,Payroll,Various Vendors
2025-06-23,Daily Sales Settlement,264104.6,credit,Sales Revenue,Payment Gateway
2025-06-24,Daily Sales Settlement,267475.68,credit,Sales Revenue,Payment Gateway
2025-06-24,Supplier Payment / Overheads,172062.39632916191,debit,Marketing,Various Vendors
2025-06-25,Daily Sales Settlement,254921.37,credit,Sales Revenue,Payment Gateway
2025-06-26,Daily Sales Settlement,261517.51,credit,Sales Revenue,Payment Gateway
2025-06-26,Supplier Payment / Overheads,181244.7107541341,debit,Rent,Various Vendors
2025-06-27,Daily Sales Settlement,199044.28,credit,Sales Revenue,Payment Gateway
2025-06-28,Daily Sales Settlement,198268.89,credit,Sales Revenue,Payment Gateway
2025-06-29,Daily Sales Settlement,248874.17,credit,Sales Revenue,Payment Gateway
2025-06-30,Daily Sales Settlement,231530.83,credit,Sales Revenue,Payment Gateway
2025-07-01,Daily Sales Settlement,275092.8,credit,Sales Revenue,Payment Gateway
2025-07-02,Daily Sales Settlement,199547.74,credit,Sales Revenue,Payment Gateway
2025-07-03,Daily Sales Settlement,267086.27,credit,Sales Revenue,Payment Gateway
2025-07-03,Supplier Payment / Overheads,259703.86477105276,debit,Payroll,Various Vendors
2025-07-04,Daily Sales Settlement,261210.41,credit,Sales Revenue,Payment Gateway
2025-07-05,Daily Sales Settlement,267947.96,credit,Sales Revenue,Payment Gateway
2025-07-06,Daily Sales Settlement,276479.74,credit,Sales Revenue,Payment Gateway
2025-07-07,Daily Sales Settlement,249127.67,credit,Sales Revenue,Payment Gateway
2025-07-07,Supplier Payment / Overheads,150867.51819829695,debit,Payroll,Various Vendors
2025-07-08,Daily Sales Settlement,233147.3,credit,Sales Revenue,Payment Gateway
2025-07-09,Daily Sales Settlement,251626.94,credit,Sales Revenue,Payment Gateway
2025-07-10,Daily Sales Settlement,199405.47,credit,Sales Revenue,Payment Gateway
2025-07-10,Supplier Payment / Overheads,141161.16830811353,debit,Marketing,Various Vendors
2025-07-11,Daily Sales Settlement,249207.29,credit,Sales Revenue,Payment Gateway
2025-07-12,Daily Sales Settlement,200676.24,credit,Sales Revenue,Payment Gateway
2025-07-12,Supplier Payment / Overheads,128797.50497720375,debit,Rent,Various Vendors
2025-07-13,Daily Sales Settlement,242259.22,credit,Sales Revenue,Payment Gateway
2025-07-14,Daily Sales Settlement,278129.26,credit,Sales Revenue,Payment Gateway
2025-07-14,Supplier Payment / Overheads,154566.22490933968,debit,Rent,Various Vendors
2025-07-15,Daily Sales Settlement,190384.35,credit,Sales Revenue,Payment Gateway
2025-07-16,Daily Sales Settlement,230226.63,credit,Sales Revenue,Payment Gateway
2025-07-17,Daily Sales Settlement,258790.89,credit,Sales Revenue,Payment Gateway
2025-07-18,Daily Sales Settlement,278837.8,credit,Sales Revenue,Payment Gateway
2025-07-18,Supplier Payment / Overheads,245349.99519656668,debit,Marketing,Various Vendors
2025-07-19,Daily Sales Settlement,197258.68,credit,Sales Revenue,Payment Gateway
2025-07-20,Daily Sales Settlement,275436.2,credit,Sales Revenue,Payment Gateway
2025-07-21,Daily Sales Settlement,198574.26,credit,Sales Revenue,Payment Gateway
2025-07-22,Daily Sales Settlement,224256.88,credit,Sales Revenue,Payment Gateway
2025-07-22,Supplier Payment / Overheads,159177.975179294,debit,Marketing,Various Vendors
2025-07-23,Daily Sales Settlement,248760.94,credit,Sales Revenue,Payment Gateway
2025-07-24,Daily Sales Settlement,228865.79,credit,Sales Revenue,Payment Gateway
2025-07-24,Supplier Payment / Overheads,148757.15046265433,debit,Payroll,Various Vendors
2025-07-25,Daily Sales Settlement,271069.26,credit,Sales Revenue,Payment Gateway
2025-07-26,Daily Sales Settlement,208274.83,credit,Sales Revenue,Payment Gateway
2025-07-27,Daily Sales Settlement,248604.56,credit,Sales Revenue,Payment Gateway
2025-07-27,Supplier Payment / Overheads,177924.53032585955,debit,Payroll,Various Vendors
2025-07-28,Daily Sales Settlement,221522.21,credit,Sales Revenue,Payment Gateway
2025-07-29,Daily Sales Settlement,274354.23,credit,Sales Revenue,Payment Gateway
2025-07-29,Supplier Payment / Overheads,229511.71010478382,debit,Rent,Various Vendors
2025-07-30,Daily Sales Settlement,201425.13,credit,Sales Revenue,Payment Gateway
2025-07-31,Daily Sales Settlement,274481.86,credit,Sales Revenue,Payment Gateway
2025-08-01,Daily Sales Settlement,222431.39,credit,Sales Revenue,Payment Gateway
2025-08-01,Supplier Payment / Overheads,176956.72584604291,debit,Payroll,Various Vendors
2025-08-02,Daily Sales Settlement,254759.05,credit,Sales Revenue,Payment Gateway
2025-08-03,Daily Sales Settlement,194602.38,credit,Sales Revenue,Payment Gateway
2025-08-04,Daily Sales Settlement,240902.53,credit,Sales Revenue,Payment Gateway
2025-08-04,Supplier Payment / Overheads,138524.8435897612,debit,Payroll,Various Vendors
2025-08-05,Daily Sales Settlement,225764.77,credit,Sales Revenue,Payment Gateway
2025-08-05,Supplier Payment / Overheads,115123.20535480746,debit,Payroll,Various Vendors
2025-08-06,Daily Sales Settlement,261629.04,credit,Sales Revenue,Payment Gateway
2025-08-07,Daily Sales Settlement,254946.26,credit,Sales Revenue,Payment Gateway
2025-08-07,Supplier Payment / Overheads,232701.16013537406,debit,COGS,Various Vendors
2025-08-08,Daily Sales Settlement,188879.57,credit,Sales Revenue,Payment Gateway
2025-08-09,Daily Sales Settlement,237521.64,credit,Sales Revenue,Payment Gateway
2025-08-10,Daily Sales Settlement,253978.49,credit,Sales Revenue,Payment Gateway
2025-08-11,Daily Sales Settlement,193070.89,credit,Sales Revenue,Payment Gateway
2025-08-12,Daily Sales Settlement,197751.88,credit,Sales Revenue,Payment Gateway
2025-08-12,Supplier Payment / Overheads,138993.72111063462,debit,Rent,Various Vendors
2025-08-13,Daily Sales Settlement,242920.64,credit,Sales Revenue,Payment Gateway
2025-08-13,Supplier Payment / Overheads,196222.63147709187,debit,Payroll,Various Vendors
2025-08-14,Daily Sales Settlement,252174.09,credit,Sales Revenue,Payment Gateway
2025-08-14,Supplier Payment / Overheads,176015.0286601074,debit,Rent,Various Vendors
2025-08-15,Daily Sales Settlement,249007.98,credit,Sales Revenue,Payment Gateway
2025-08-15,Supplier Payment / Overheads,136278.54132972664,debit,Rent,Various Vendors
2025-08-16,Daily Sales Settlement,250995.58,credit,Sales Revenue,Payment Gateway
2025-08-17,Daily Sales Settlement,274997.14,credit,Sales Revenue,Payment Gateway
2025-08-18,Daily Sales Settlement,240534.28,credit,Sales Revenue,Payment Gateway
2025-08-19,Daily Sales Settlement,227645.16,credit,Sales Revenue,Payment Gateway
2025-08-20,Daily Sales Settlement,200958.33,credit,Sales Revenue,Payment Gateway
2025-08-20,Supplier Payment / Overheads,167021.7301099045,debit,Payroll,Various Vendors
2025-08-21,Daily Sales Settlement,234508.45,credit,Sales Revenue,Payment Gateway
2025-08-22,Daily Sales Settlement,190678.14,credit,Sales Revenue,Payment Gateway
2025-08-23,Daily Sales Settlement,197029.48,credit,Sales Revenue,Payment Gateway
2025-08-23,Supplier Payment / Overheads,162804.7681911165,debit,Rent,Various Vendors
2025-08-24,Daily Sales Settlement,246323.28,credit,Sales Revenue,Payment Gateway
2025-08-25,Daily Sales Settlement,237345.84,credit,Sales Revenue,Payment Gateway
2025-08-26,Daily Sales Settlement,271150.81,credit,Sales Revenue,Payment Gateway
2025-08-27,Daily Sales Settlement,222182.59,credit,Sales Revenue,Payment Gateway
2025-08-27,Supplier Payment / Overheads,211366.51922127043,debit,COGS,Various Vendors
2025-08-28,Daily Sales Settlement,212640.09,credit,Sales Revenue,Payment Gateway
2025-08-28,Supplier Payment / Overheads,181595.1965537819,debit,Marketing,Various Vendors
2025-08-29,Daily Sales Settlement,218286.47,credit,Sales Revenue,Payment Gateway
2025-08-29,Supplier Payment / Overheads,154515.02479976031,debit,Payroll,Various Vendors
2025-08-30,Daily Sales Settlement,257192.98,credit,Sales Revenue,Payment Gateway
2025-08-31,Daily Sales Settlement,236312.32,credit,Sales Revenue,Payment Gateway
2025-09-01,Daily Sales Settlement,199587.69,credit,Sales Revenue,Payment Gateway
2025-09-02,Daily Sales Settlement,249819.76,credit,Sales Revenue,Payment Gateway
2025-09-02,Supplier Payment / Overheads,203879.5701624268,debit,COGS,Various Vendors
2025-09-03,Daily Sales Settlement,284334.71,credit,Sales Revenue,Payment Gateway
2025-09-04,Daily Sales Settlement,192960.03,credit,Sales Revenue,Payment Gateway
2025-09-05,Daily Sales Settlement,226384.26,credit,Sales Revenue,Payment Gateway
2025-09-06,Daily Sales Settlement,222491.9,credit,Sales Revenue,Payment Gateway
2025-09-06,Supplier Payment / Overheads,120927.48150343358,debit,Rent,Various Vendors
2025-09-07,Daily Sales Settlement,192503.29,credit,Sales Revenue,Payment Gateway
2025-09-07,Supplier Payment / Overheads,139073.69693185194,debit,Payroll,Various Vendors
2025-09-08,Daily Sales Settlement,202012.83,credit,Sales Revenue,Payment Gateway
2025-09-09,Daily Sales Settlement,271533.8,credit,Sales Revenue,Payment Gateway
2025-09-10,Daily Sales Settlement,194056.32,credit,Sales Revenue,Payment Gateway
2025-09-11,Daily Sales Settlement,279721.34,credit,Sales Revenue,Payment Gateway
2025-09-12,Daily Sales Settlement,240015.95,credit,Sales Revenue,Payment Gateway
2025-09-13,Daily Sales Settlement,260700.53,credit,Sales Revenue,Payment Gateway
2025-09-14,Daily Sales Settlement,272379.42,credit,Sales Revenue,Payment Gateway
2025-09-15,Daily Sales Settlement,278549.96,credit,Sales Revenue,Payment Gateway
2025-09-16,Daily Sales Settlement,281731.01,credit,Sales Revenue,Payment Gateway
2025-09-17,Daily Sales Settlement,238379.81,credit,Sales Revenue,Payment Gateway
2025-09-18,Daily Sales Settlement,251833.44,credit,Sales Revenue,Payment Gateway
2025-09-19,Daily Sales Settlement,256029.65,credit,Sales Revenue,Payment Gateway
2025-09-20,Daily Sales Settlement,273206.91,credit,Sales Revenue,Payment Gateway
2025-09-21,Daily Sales Settlement,279623.04,credit,Sales Revenue,Payment Gateway
2025-09-22,Daily Sales Settlement,228514.24,credit,Sales Revenue,Payment Gateway
2025-09-23,Daily Sales Settlement,257468.13,credit,Sales Revenue,Payment Gateway
2025-09-23,Supplier Payment / Overheads,138975.34114107044,debit,Marketing,Various Vendors
2025-09-24,Daily Sales Settlement,275893.09,credit,Sales Revenue,Payment Gateway
2025-09-25,Daily Sales Settlement,222335.44,credit,Sales Revenue,Payment Gateway
2025-09-26,Daily Sales Settlement,201347.67,credit,Sales Revenue,Payment Gateway
2025-09-27,Daily Sales Settlement,198871.91,credit,Sales Revenue,Payment Gateway
2025-09-28,Daily Sales Settlement,212842.33,credit,Sales Revenue,Payment Gateway
2025-09-29,Daily Sales Settlement,273972.19,credit,Sales Revenue,Payment Gateway
2025-09-30,Daily Sales Settlement,235886.22,credit,Sales Revenue,Payment Gateway
2025-10-01,Daily Sales Settlement,354724.19,credit,Sales Revenue,Payment Gateway
2025-10-02,Daily Sales Settlement,387720.63,credit,Sales Revenue,Payment Gateway
2025-10-03,Daily Sales Settlement,316980.01,credit,Sales Revenue,Payment Gateway
2025-10-04,Daily Sales Settlement,392040.31,credit,Sales Revenue,Payment Gateway
2025-10-05,Daily Sales Settlement,304698.03,credit,Sales Revenue,Payment Gateway
2025-10-05,Supplier Payment / Overheads,193103.29761437315,debit,Marketing,Various Vendors
2025-10-06,Daily Sales Settlement,367635.13,credit,Sales Revenue,Payment Gateway
2025-10-07,Daily Sales Settlement,278348.96,credit,Sales Revenue,Payment Gateway
2025-10-07,Supplier Payment / Overheads,229829.99500251812,debit,COGS,Various Vendors
2025-10-08,Daily Sales Settlement,399937.9,credit,Sales Revenue,Payment Gateway
2025-10-08,Supplier Payment / Overheads,271741.67767622246,debit,COGS,Various Vendors
2025-10-09,Daily Sales Settlement,371384.04,credit,Sales Revenue,Payment Gateway
2025-10-10,Daily Sales Settlement,375217.63,credit,Sales Revenue,Payment Gateway
2025-10-11,Daily Sales Settlement,405124.33,credit,Sales Revenue,Payment Gateway
2025-10-12,Daily Sales Settlement,394301.85,credit,Sales Revenue,Payment Gateway
2025-10-13,Daily Sales Settlement,285749.97,credit,Sales Revenue,Payment Gateway
2025-10-14,Daily Sales Settlement,303717.69,credit,Sales Revenue,Payment Gateway
2025-10-15,Daily Sales Settlement,350096.96,credit,Sales Revenue,Payment Gateway
2025-10-15,Supplier Payment / Overheads,332247.9835081455,debit,Marketing,Various Vendors
2025-10-16,Daily Sales Settlement,407148.28,credit,Sales Revenue,Payment Gateway
2025-10-17,Daily Sales Settlement,277691.58,credit,Sales Revenue,Payment Gateway
2025-10-17,Supplier Payment / Overheads,244670.54505768832,debit,COGS,Various Vendors
2025-10-18,Daily Sales Settlement,391142.23,credit,Sales Revenue,Payment Gateway
2025-10-19,Daily Sales Settlement,390952.28,credit,Sales Revenue,Payment Gateway
2025-10-19,Supplier Payment / Overheads,324485.87531119096,debit,Rent,Various Vendors
2025-10-20,Daily Sales Settlement,363888.52,credit,Sales Revenue,Payment Gateway
2025-10-21,Daily Sales Settlement,334224.21,credit,Sales Revenue,Payment Gateway
2025-10-22,Daily Sales Settlement,350144.62,credit,Sales Revenue,Payment Gateway
2025-10-23,Daily Sales Settlement,302257.22,credit,Sales Revenue,Payment Gateway
2025-10-23,Supplier Payment / Overheads,202542.38159894338,debit,COGS,Various Vendors
2025-10-24,Daily Sales Settlement,339960.07,credit,Sales Revenue,Payment Gateway
2025-10-24,Supplier Payment / Overheads,193078.91167225962,debit,COGS,Various Vendors
2025-10-25,Daily Sales Settlement,284224.95,credit,Sales Revenue,Payment Gateway
2025-10-25,Supplier Payment / Overheads,166453.28164519425,debit,Marketing,Various Vendors
2025-10-26,Daily Sales Settlement,316583.29,credit,Sales Revenue,Payment Gateway
2025-10-27,Daily Sales Settlement,329491.75,credit,Sales Revenue,Payment Gateway
2025-10-28,Daily Sales Settlement,295387.79,credit,Sales Revenue,Payment Gateway
2025-10-28,Supplier Payment / Overheads,229572.49320016667,debit,Marketing,Various Vendors
2025-10-29,Daily Sales Settlement,347841.54,credit,Sales Revenue,Payment Gateway
2025-10-30,Daily Sales Settlement,361300.78,credit,Sales Revenue,Payment Gateway
2025-10-31,Daily Sales Settlement,386681.29,credit,Sales Revenue,Payment Gateway
2025-11-01,Daily Sales Settlement,336080.07,credit,Sales Revenue,Payment Gateway
2025-11-01,Supplier Payment / Overheads,190657.86194530324,debit,COGS,Various Vendors
2025-11-02,Daily Sales Settlement,320608.76,credit,Sales Revenue,Payment Gateway
2025-11-03,Daily Sales Settlement,391513.75,credit,Sales Revenue,Payment Gateway
2025-11-04,Daily Sales Settlement,373811.46,credit,Sales Revenue,Payment Gateway
2025-11-05,Daily Sales Settlement,298311.77,credit,Sales Revenue,Payment Gateway
2025-11-05,Supplier Payment / Overheads,199308.5721089325,debit,Rent,Various Vendors
2025-11-06,Daily Sales Settlement,303293.04,credit,Sales Revenue,Payment Gateway
2025-11-07,Daily Sales Settlement,357954.84,credit,Sales Revenue,Payment Gateway
2025-11-08,Daily Sales Settlement,330847.84,credit,Sales Revenue,Payment Gateway
2025-11-09,Daily Sales Settlement,369529.29,credit,Sales Revenue,Payment Gateway
2025-11-09,Supplier Payment / Overheads,277834.3364813268,debit,Payroll,Various Vendors
2025-11-10,Daily Sales Settlement,396179.35,credit,Sales Revenue,Payment Gateway
2025-11-11,Daily Sales Settlement,405286.56,credit,Sales Revenue,Payment Gateway
2025-11-11,Supplier Payment / Overheads,367950.10923385934,debit,Marketing,Various Vendors
2025-11-12,Daily Sales Settlement,408134.13,credit,Sales Revenue,Payment Gateway
2025-11-12,Supplier Payment / Overheads,271178.17874699575,debit,Payroll,Various Vendors
2025-11-13,Daily Sales Settlement,348032.09,credit,Sales Revenue,Payment Gateway
2025-11-13,Supplier Payment / Overheads,313025.98526868486,debit,Rent,Various Vendors
2025-11-14,Daily Sales Settlement,413002.15,credit,Sales Revenue,Payment Gateway
2025-11-15,Daily Sales Settlement,377165.55,credit,Sales Revenue,Payment Gateway
2025-11-15,Supplier Payment / Overheads,373885.12790232303,debit,Rent,Various Vendors
2025-11-16,Daily Sales Settlement,334170.19,credit,Sales Revenue,Payment Gateway
2025-11-17,Daily Sales Settlement,357390.45,credit,Sales Revenue,Payment Gateway
2025-11-17,Supplier Payment / Overheads,215688.81851874027,debit,Payroll,Various Vendors
2025-11-18,Daily Sales Settlement,359448.31,credit,Sales Revenue,Payment Gateway
2025-11-19,Daily Sales Settlement,353335.16,credit,Sales Revenue,Payment Gateway
2025-11-20,Daily Sales Settlement,348370.27,credit,Sales Revenue,Payment Gateway
2025-11-21,Daily Sales Settlement,393869.82,credit,Sales Revenue,Payment Gateway
2025-11-21,Supplier Payment / Overheads,360441.5729861087,debit,COGS,Various Vendors
2025-11-22,Daily Sales Settlement,329656.84,credit,Sales Revenue,Payment Gateway
2025-11-23,Daily Sales Settlement,342003.28,credit,Sales Revenue,Payment Gateway
2025-11-23,Supplier Payment / Overheads,249340.01808937412,debit,Payroll,Various Vendors
2025-11-24,Daily Sales Settlement,296708.58,credit,Sales Revenue,Payment Gateway
2025-11-25,Daily Sales Settlement,296671.59,credit,Sales Revenue,Payment Gateway
2025-11-25,Supplier Payment / Overheads,187697.11915585,debit,Payroll,Various Vendors
2025-11-26,Daily Sales Settlement,298626.47,credit,Sales Revenue,Payment Gateway
2025-11-27,Daily Sales Settlement,330808.43,credit,Sales Revenue,Payment Gateway
2025-11-27,Supplier Payment / Overheads,238801.26279719142,debit,Marketing,Various Vendors
2025-11-28,Daily Sales Settlement,301892.03,credit,Sales Revenue,Payment Gateway
2025-11-29,Daily Sales Settlement,357081.43,credit,Sales Revenue,Payment Gateway
2025-11-29,Supplier Payment / Overheads,217164.3830302792,debit,COGS,Various Vendors
2025-11-30,Daily Sales Settlement,348438.32,credit,Sales Revenue,Payment Gateway
2025-12-01,Daily Sales Settlement,256992.17,credit,Sales Revenue,Payment Gateway
2025-12-02,Daily Sales Settlement,273619.63,credit,Sales Revenue,Payment Gateway
2025-12-03,Daily Sales Settlement,200619.68,credit,Sales Revenue,Payment Gateway
2025-12-04,Daily Sales Settlement,276239.53,credit,Sales Revenue,Payment Gateway
2025-12-05,Daily Sales Settlement,218551.71,credit,Sales Revenue,Payment Gateway
2025-12-06,Daily Sales Settlement,235410.4,credit,Sales Revenue,Payment Gateway
2025-12-07,Daily Sales Settlement,202131.99,credit,Sales Revenue,Payment Gateway
2025-12-08,Daily Sales Settlement,279787.2,credit,Sales Revenue,Payment Gateway
2025-12-09,Daily Sales Settlement,271100.68,credit,Sales Revenue,Payment Gateway
2025-12-09,Supplier Payment / Overheads,232412.39724174576,debit,Payroll,Various Vendors
2025-12-10,Daily Sales Settlement,283777.18,credit,Sales Revenue,Payment Gateway
2025-12-10,Supplier Payment / Overheads,213650.29048745663,debit,Payroll,Various Vendors
2025-12-11,Daily Sales Settlement,239028.15,credit,Sales Revenue,Payment Gateway
2025-12-12,Daily Sales Settlement,224094.86,credit,Sales Revenue,Payment Gateway
2025-12-13,Daily Sales Settlement,242638.51,credit,Sales Revenue,Payment Gateway
2025-12-14,Daily Sales Settlement,290139.83,credit,Sales Revenue,Payment Gateway
2025-12-15,Daily Sales Settlement,248274.85,credit,Sales Revenue,Payment Gateway
2025-12-16,Daily Sales Settlement,277279.98,credit,Sales Revenue,Payment Gateway
2025-12-17,Daily Sales Settlement,226438.06,credit,Sales Revenue,Payment Gateway
2025-12-18,Daily Sales Settlement,237897.44,credit,Sales Revenue,Payment Gateway
2025-12-18,Supplier Payment / Overheads,182351.91455219514,debit,Rent,Various Vendors
2025-12-19,Daily Sales Settlement,231442.22,credit,Sales Revenue,Payment Gateway
2025-12-19,Supplier Payment / Overheads,166429.1969298954,debit,Marketing,Various Vendors
2025-12-20,Daily Sales Settlement,271427.94,credit,Sales Revenue,Payment Gateway
2025-12-21,Daily Sales Settlement,273261.35,credit,Sales Revenue,Payment Gateway
2025-12-21,Supplier Payment / Overheads,211503.03428005928,debit,Rent,Various Vendors
2025-12-22,Daily Sales Settlement,212614.99,credit,Sales Revenue,Payment Gateway
2025-12-22,Supplier Payment / Overheads,156054.22172657936,debit,Marketing,Various Vendors
2025-12-23,Daily Sales Settlement,239532.55,credit,Sales Revenue,Payment Gateway
2025-12-24,Daily Sales Settlement,240328.8,credit,Sales Revenue,Payment Gateway
2025-12-25,Daily Sales Settlement,292567.48,credit,Sales Revenue,Payment Gateway
2025-12-26,Daily Sales Settlement,251086.58,credit,Sales Revenue,Payment Gateway
2025-12-26,Supplier Payment / Overheads,220570.3898522768,debit,Payroll,Various Vendors
2025-12-27,Daily Sales Settlement,209407.35,credit,Sales Revenue,Payment Gateway
2025-12-28,Daily Sales Settlement,270613.88,credit,Sales Revenue,Payment Gateway
2025-12-29,Daily Sales Settlement,222177.16,credit,Sales Revenue,Payment Gateway
2025-12-30,Daily Sales Settlement,213982.22,credit,Sales Revenue,Payment Gateway
2025-12-31,Daily Sales Settlement,216338.34,credit,Sales Revenue,Payment Gateway
2026-01-01,Daily Sales Settlement,217355.06,credit,Sales Revenue,Payment Gateway
2026-01-02,Daily Sales Settlement,285607.99,credit,Sales Revenue,Payment Gateway
2026-01-03,Daily Sales Settlement,237399.3,credit,Sales Revenue,Payment Gateway
2026-01-04,Daily Sales Settlement,276904.2,credit,Sales Revenue,Payment Gateway
2026-01-05,Daily Sales Settlement,256599.94,credit,Sales Revenue,Payment Gateway
2026-01-06,Daily Sales Settlement,264203.94,credit,Sales Revenue,Payment Gateway
2026-01-07,Daily Sales Settlement,232548.32,credit,Sales Revenue,Payment Gateway
2026-01-08,Daily Sales Settlement,294569.24,credit,Sales Revenue,Payment Gateway
2026-01-09,Daily Sales Settlement,263656.24,credit,Sales Revenue,Payment Gateway
2026-01-10,Daily Sales Settlement,258507.06,credit,Sales Revenue,Payment Gateway
2026-01-11,Daily Sales Settlement,239335.61,credit,Sales Revenue,Payment Gateway
2026-01-12,Daily Sales Settlement,207511.88,credit,Sales Revenue,Payment Gateway
2026-01-13,Daily Sales Settlement,204987.12,credit,Sales Revenue,Payment Gateway
2026-01-14,Daily Sales Settlement,286120.64,credit,Sales Revenue,Payment Gateway
2026-01-15,Daily Sales Settlement,297622.09,credit,Sales Revenue,Payment Gateway
2026-01-16,Daily Sales Settlement,246040.21,credit,Sales Revenue,Payment Gateway
2026-01-17,Daily Sales Settlement,266848.44,credit,Sales Revenue,Payment Gateway
2026-01-18,Daily Sales Settlement,299742.26,credit,Sales Revenue,Payment Gateway
2026-01-19,Daily Sales Settlement,237810.51,credit,Sales Revenue,Payment Gateway
2026-01-20,Daily Sales Settlement,231056.83,credit,Sales Revenue,Payment Gateway
2026-01-20,Supplier Payment / Overheads,216281.16280856368,debit,COGS,Various Vendors
2026-01-21,Daily Sales Settlement,254155.17,credit,Sales Revenue,Payment Gateway
2026-01-22,Daily Sales Settlement,214042.15,credit,Sales Revenue,Payment Gateway
2026-01-23,Daily Sales Settlement,230786.92,credit,Sales Revenue,Payment Gateway
2026-01-24,Daily Sales Settlement,271215.23,credit,Sales Revenue,Payment Gateway
2026-01-25,Daily Sales Settlement,224949.05,credit,Sales Revenue,Payment Gateway
2026-01-26,Daily Sales Settlement,232137.41,credit,Sales Revenue,Payment Gateway
2026-01-27,Daily Sales Settlement,295172.66,credit,Sales Revenue,Payment Gateway
2026-01-28,Daily Sales Settlement,226122.19,credit,Sales Revenue,Payment Gateway
2026-01-29,Daily Sales Settlement,240070.76,credit,Sales Revenue,Payment Gateway
2026-01-29,Supplier Payment / Overheads,184409.577609267,debit,COGS,Various Vendors
2026-01-30,Daily Sales Settlement,224697.76,credit,Sales Revenue,Payment Gateway
2026-01-31,Daily Sales Settlement,206042.27,credit,Sales Revenue,Payment Gateway
2026-02-01,Daily Sales Settlement,214330.27,credit,Sales Revenue,Payment Gateway
2026-02-01,Supplier Payment / Overheads,213209.02945935796,debit,COGS,Various Vendors
2026-02-02,Daily Sales Settlement,205848.26,credit,Sales Revenue,Payment Gateway
2026-02-03,Daily Sales Settlement,242695.67,credit,Sales Revenue,Payment Gateway
2026-02-04,Daily Sales Settlement,233918.73,credit,Sales Revenue,Payment Gateway
2026-02-04,Supplier Payment / Overheads,161157.19411386678,debit,Rent,Various Vendors
2026-02-05,Daily Sales Settlement,206148.95,credit,Sales Revenue,Payment Gateway
2026-02-06,Daily Sales Settlement,239992.85,credit,Sales Revenue,Payment Gateway
2026-02-07,Daily Sales Settlement,219117.83,credit,Sales Revenue,Payment Gateway
2026-02-08,Daily Sales Settlement,263924.04,credit,Sales Revenue,Payment Gateway
2026-02-09,Daily Sales Settlement,240411.34,credit,Sales Revenue,Payment Gateway
2026-02-10,Daily Sales Settlement,296924.62,credit,Sales Revenue,Payment Gateway
2026-02-10,Supplier Payment / Overheads,200085.16807390502,debit,Payroll,Various Vendors
2026-02-11,Daily Sales Settlement,261143.27,credit,Sales Revenue,Payment Gateway
2026-02-11,Supplier Payment / Overheads,262044.51059285263,debit,COGS,Various Vendors
2026-02-12,Daily Sales Settlement,215127.67,credit,Sales Revenue,Payment Gateway
2026-02-13,Daily Sales Settlement,264943.5,credit,Sales Revenue,Payment Gateway
2026-02-14,Daily Sales Settlement,236076.19,credit,Sales Revenue,Payment Gateway
2026-02-15,Daily Sales Settlement,214310.97,credit,Sales Revenue,Payment Gateway
2026-02-15,Supplier Payment / Overheads,134970.03106063747,debit,Marketing,Various Vendors
2026-02-16,Daily Sales Settlement,272839.0,credit,Sales Revenue,Payment Gateway
2026-02-17,Daily Sales Settlement,233336.5,credit,Sales Revenue,Payment Gateway
2026-02-18,Daily Sales Settlement,279227.43,credit,Sales Revenue,Payment Gateway
2026-02-19,Daily Sales Settlement,266412.97,credit,Sales Revenue,Payment Gateway
2026-02-20,Daily Sales Settlement,207192.35,credit,Sales Revenue,Payment Gateway
2026-02-21,Daily Sales Settlement,283522.28,credit,Sales Revenue,Payment Gateway
2026-02-21,Supplier Payment / Overheads,237852.56777118158,debit,Marketing,Various Vendors
2026-02-22,Daily Sales Settlement,217409.74,credit,Sales Revenue,Payment Gateway
2026-02-23,Daily Sales Settlement,261143.77,credit,Sales Revenue,Payment Gateway
2026-02-24,Daily Sales Settlement,251017.43,credit,Sales Revenue,Payment Gateway
2026-02-24,Supplier Payment / Overheads,205522.66305883866,debit,Rent,Various Vendors
