date,description,amount,type,category,merchant
2025-05-23,Daily Sales Settlement,115217.63,credit,Sales Revenue,Payment Gateway
2025-05-24,Daily Sales Settlement,138408.93,credit,Sales Revenue,Payment Gateway
2025-05-25,Daily Sales Settlement,132313.68,credit,Sales Revenue,Payment Gateway
2025-05-26,Daily Sales Settlement,103997.42,credit,Sales Revenue,Payment Gateway
2025-05-27,Daily Sales Settlement,107637.42,credit,Sales Revenue,Payment Gateway
2025-05-28,Daily Sales Settlement,138289.15,credit,Sales Revenue,Payment Gateway
2025-05-29,Daily Sales Settlement,124060.09,credit,Sales Revenue,Payment Gateway
2025-05-30,Daily Sales Settlement,130003.9,credit,Sales Revenue,Payment Gateway
2025-05-31,Daily Sales Settlement,131575.75,credit,Sales Revenue,Payment Gateway
2025-06-01,Daily Sales Settlement,115813.41,credit,Sales Revenue,Payment Gateway
2025-06-02,Daily Sales Settlement,119580.49,credit,Sales Revenue,Payment Gateway
2025-06-02,Supplier Payment / Overheads,75556.19151535073,debit,Payroll,Various Vendors
2025-06-03,Daily Sales Settlement,129528.17,credit,Sales Revenue,Payment Gateway
2025-06-04,Daily Sales Settlement,116311.61,credit,Sales Revenue,Payment Gateway
2025-06-05,Daily Sales Settlement,108230.21,credit,Sales Revenue,Payment Gateway
2025-06-05,Supplier Payment / Overheads,60210.395641638395,debit,Rent,Various Vendors
2025-06-06,Daily Sales Settlement,98929.39,credit,Sales Revenue,Payment Gateway
2025-06-07,Daily Sales Settlement,99800.28,credit,Sales Revenue,Payment Gateway
2025-06-07,Supplier Payment / Overheads,45129.919055668994,debit,Payroll,Various Vendors
2025-06-08,Daily Sales Settlement,104598.51,credit,Sales Revenue,Payment Gateway
2025-06-09,Daily Sales Settlement,121213.15,credit,Sales Revenue,Payment Gateway
2025-06-09,Supplier Payment / Overheads,42557.31687278259,debit,Payroll,Various Vendors
2025-06-10,Daily Sales Settlement,142784.01,credit,Sales Revenue,Payment Gateway
2025-06-10,Supplier Payment / Overheads,57038.757493770914,debit,Rent,Various Vendors
2025-06-11,Daily Sales Settlement,103994.7,credit,Sales Revenue,Payment Gateway
2025-06-12,Daily Sales Settlement,137789.29,credit,Sales Revenue,Payment Gateway
2025-06-13,Daily Sales Settlement,117994.97,credit,Sales Revenue,Payment Gateway
2025-06-13,Supplier Payment / Overheads,68215.68177242595,debit,Marketing,Various Vendors
2025-06-14,Daily Sales Settlement,134612.04,credit,Sales Revenue,Payment Gateway
2025-06-14,Supplier Payment / Overheads,56176.83983519485,debit,COGS,Various Vendors
2025-06-15,Daily Sales Settlement,115103.51,credit,Sales Revenue,Payment Gateway
2025-06-16,Daily Sales Settlement,116188.49,credit,Sales Revenue,Payment Gateway
2025-06-17,Daily Sales Settlement,125270.21,credit,Sales Revenue,Payment Gateway
2025-06-18,Daily Sales Settlement,142525.83,credit,Sales Revenue,Payment Gateway
2025-06-19,Daily Sales Settlement,101560.54,credit,Sales Revenue,Payment Gateway
2025-06-20,Daily Sales Settlement,128510.38,credit,Sales Revenue,Payment Gateway
2025-06-21,Daily Sales Settlement,144400.28,credit,Sales Revenue,Payment Gateway
2025-06-22,Daily Sales Settlement,111585.39,credit,Sales Revenue,Payment Gateway
2025-06-23,Daily Sales Settlement,129886.09,credit,Sales Revenue,Payment Gateway
2025-06-23,Supplier Payment / Overheads,71136.25962585476,debit,COGS,Various Vendors
2025-06-24,Daily Sales Settlement,124683.23,credit,Sales Revenue,Payment Gateway
2025-06-25,Daily Sales Settlement,128598.77,credit,Sales Revenue,Payment Gateway
2025-06-26,Daily Sales Settlement,131514.15,credit,Sales Revenue,Payment Gateway
2025-06-27,Daily Sales Settlement,114761.51,credit,Sales Revenue,Payment Gateway
2025-06-28,Daily Sales Settlement,132916.9,credit,Sales Revenue,Payment Gateway
2025-06-28,Supplier Payment / Overheads,70138.93743272506,debit,Payroll,Various Vendors
2025-06-29,Daily Sales Settlement,116026.16,credit,Sales Revenue,Payment Gateway
2025-06-30,Daily Sales Settlement,136210.05,credit,Sales Revenue,Payment Gateway
2025-06-30,Supplier Payment / Overheads,64743.29237510287,debit,Rent,Various Vendors
2025-07-01,Daily Sales Settlement,103279.83,credit,Sales Revenue,Payment Gateway
2025-07-02,Daily Sales Settlement,105796.2,credit,Sales Revenue,Payment Gateway
2025-07-03,Daily Sales Settlement,107674.05,credit,Sales Revenue,Payment Gateway
2025-07-04,Daily Sales Settlement,144770.86,credit,Sales Revenue,Payment Gateway
2025-07-05,Daily Sales Settlement,103693.18,credit,Sales Revenue,Payment Gateway
2025-07-06,Daily Sales Settlement,126372.88,credit,Sales Revenue,Payment Gateway
2025-07-07,Daily Sales Settlement,111669.6,credit,Sales Revenue,Payment Gateway
2025-07-08,Daily Sales Settlement,143696.71,credit,Sales Revenue,Payment Gateway
2025-07-09,Daily Sales Settlement,120606.21,credit,Sales Revenue,Payment Gateway
2025-07-10,Daily Sales Settlement,104628.07,credit,Sales Revenue,Payment Gateway
2025-07-11,Daily Sales Settlement,107539.63,credit,Sales Revenue,Payment Gateway
2025-07-11,Supplier Payment / Overheads,62774.06460952834,debit,Payroll,Various Vendors
2025-07-12,Daily Sales Settlement,139399.52,credit,Sales Revenue,Payment Gateway
2025-07-13,Daily Sales Settlement,105253.3,credit,Sales Revenue,Payment Gateway
2025-07-14,Daily Sales Settlement,125217.02,credit,Sales Revenue,Payment Gateway
2025-07-15,Daily Sales Settlement,148714.2,credit,Sales Revenue,Payment Gateway
2025-07-16,Daily Sales Settlement,120419.86,credit,Sales Revenue,Payment Gateway
2025-07-17,Daily Sales Settlement,102562.78,credit,Sales Revenue,Payment Gateway
2025-07-18,Daily Sales Settlement,118613.51,credit,Sales Revenue,Payment Gateway
2025-07-19,Daily Sales Settlement,100644.85,credit,Sales Revenue,Payment Gateway
2025-07-19,Supplier Payment / Overheads,54576.48147799692,debit,Rent,Various Vendors
2025-07-20,Daily Sales Settlement,120577.08,credit,Sales Revenue,Payment Gateway
2025-07-20,Supplier Payment / Overheads,66031.76245383125,debit,COGS,Various Vendors
2025-07-21,Daily Sales Settlement,117886.65,credit,Sales Revenue,Payment Gateway
2025-07-22,Daily Sales Settlement,105140.17,credit,Sales Revenue,Payment Gateway
2025-07-23,Daily Sales Settlement,125318.23,credit,Sales Revenue,Payment Gateway
2025-07-24,Daily Sales Settlement,134124.85,credit,Sales Revenue,Payment Gateway
2025-07-24,Supplier Payment / Overheads,74739.44232094825,debit,Marketing,Various Vendors
2025-07-25,Daily Sales Settlement,128057.3,credit,Sales Revenue,Payment Gateway
2025-07-26,Daily Sales Settlement,148095.64,credit,Sales Revenue,Payment Gateway
2025-07-26,Supplier Payment / Overheads,64670.47368399776,debit,Marketing,Various Vendors
2025-07-27,Daily Sales Settlement,105152.29,credit,Sales Revenue,Payment Gateway
2025-07-28,Daily Sales Settlement,124231.09,credit,Sales Revenue,Payment Gateway
2025-07-28,Supplier Payment / Overheads,57447.399364474775,debit,COGS,Various Vendors
2025-07-29,Daily Sales Settlement,141319.9,credit,Sales Revenue,Payment Gateway
2025-07-29,Supplier Payment / Overheads,74217.68659928291,debit,Rent,Various Vendors
2025-07-30,Daily Sales Settlement,106141.92,credit,Sales Revenue,Payment Gateway
2025-07-31,Daily Sales Settlement,107313.76,credit,Sales Revenue,Payment Gateway
2025-08-01,Daily Sales Settlement,133442.81,credit,Sales Revenue,Payment Gateway
2025-08-01,Supplier Payment / Overheads,65050.654580746675,debit,Rent,Various Vendors
2025-08-02,Daily Sales Settlement,124819.39,credit,Sales Revenue,Payment Gateway
2025-08-02,Supplier Payment / Overheads,72409.46305119427,debit,Marketing,Various Vendors
2025-08-03,Daily Sales Settlement,141267.76,credit,Sales Revenue,Payment Gateway
2025-08-03,Supplier Payment / Overheads,74113.2996170001,debit,COGS,Various Vendors
2025-08-04,Daily Sales Settlement,112143.98,credit,Sales Revenue,Payment Gateway
2025-08-05,Daily Sales Settlement,102861.77,credit,Sales Revenue,Payment Gateway
2025-08-05,Supplier Payment / Overheads,51564.472412148025,debit,Payroll,Various Vendors
2025-08-06,Daily Sales Settlement,131163.41,credit,Sales Revenue,Payment Gateway
2025-08-07,Daily Sales Settlement,103203.21,credit,Sales Revenue,Payment Gateway
2025-08-08,Daily Sales Settlement,146705.36,credit,Sales Revenue,Payment Gateway
2025-08-09,Daily Sales Settlement,107719.96,credit,Sales Revenue,Payment Gateway
2025-08-10,Daily Sales Settlement,134236.85,credit,Sales Revenue,Payment Gateway
2025-08-11,Daily Sales Settlement,127690.67,credit,Sales Revenue,Payment Gateway
2025-08-12,Daily Sales Settlement,142276.02,credit,Sales Revenue,Payment Gateway
2025-08-13,Daily Sales Settlement,149034.88,credit,Sales Revenue,Payment Gateway
2025-08-14,Daily Sales Settlement,110129.97,credit,Sales Revenue,Payment Gateway
2025-08-15,Daily Sales Settlement,118661.34,credit,Sales Revenue,Payment Gateway
2025-08-16,Daily Sales Settlement,115274.89,credit,Sales Revenue,Payment Gateway
2025-08-17,Daily Sales Settlement,117771.92,credit,Sales Revenue,Payment Gateway
2025-08-17,Supplier Payment / Overheads,42126.15289675927,debit,Payroll,Various Vendors
2025-08-18,Daily Sales Settlement,137325.35,credit,Sales Revenue,Payment Gateway
2025-08-18,Supplier Payment / Overheads,67268.98097639413,debit,Marketing,Various Vendors
2025-08-19,Daily Sales Settlement,108564.65,credit,Sales Revenue,Payment Gateway
2025-08-20,Daily Sales Settlement,144828.19,credit,Sales Revenue,Payment Gateway
2025-08-21,Daily Sales Settlement,119890.93,credit,Sales Revenue,Payment Gateway
2025-08-22,Daily Sales Settlement,125799.48,credit,Sales Revenue,Payment Gateway
2025-08-23,Daily Sales Settlement,138368.62,credit,Sales Revenue,Payment Gateway
2025-08-24,Daily Sales Settlement,102703.92,credit,Sales Revenue,Payment Gateway
2025-08-25,Daily Sales Settlement,136471.45,credit,Sales Revenue,Payment Gateway
2025-08-25,Supplier Payment / Overheads,65818.56867479376,debit,COGS,Various Vendors
2025-08-26,Daily Sales Settlement,122773.32,credit,Sales Revenue,Payment Gateway
2025-08-27,Daily Sales Settlement,130403.23,credit,Sales Revenue,Payment Gateway
2025-08-27,Supplier Payment / Overheads,56750.955071011325,debit,Payroll,Various Vendors
2025-08-28,Daily Sales Settlement,109017.1,credit,Sales Revenue,Payment Gateway
2025-08-29,Daily Sales Settlement,126941.36,credit,Sales Revenue,Payment Gateway
2025-08-29,Supplier Payment / Overheads,70406.36254231828,debit,COGS,Various Vendors
2025-08-30,Daily Sales Settlement,117381.81,credit,Sales Revenue,Payment Gateway
2025-08-31,Daily Sales Settlement,147820.11,credit,Sales Revenue,Payment Gateway
2025-09-01,Daily Sales Settlement,110770.32,credit,Sales Revenue,Payment Gateway
2025-09-01,Supplier Payment / Overheads,45311.337008533235,debit,Marketing,Various Vendors
2025-09-02,Daily Sales Settlement,121239.81,credit,Sales Revenue,Payment Gateway
2025-09-03,Daily Sales Settlement,129914.46,credit,Sales Revenue,Payment Gateway
2025-09-04,Daily Sales Settlement,145632.33,credit,Sales Revenue,Payment Gateway
2025-09-04,Supplier Payment / Overheads,73030.0364702195,debit,COGS,Various Vendors
2025-09-05,Daily Sales Settlement,120758.56,credit,Sales Revenue,Payment Gateway
2025-09-06,Daily Sales Settlement,122851.04,credit,Sales Revenue,Payment Gateway
2025-09-07,Daily Sales Settlement,126629.5,credit,Sales Revenue,Payment Gateway
2025-09-07,Supplier Payment / Overheads,78280.9549967748,debit,Rent,Various Vendors
2025-09-08,Daily Sales Settlement,106610.15,credit,Sales Revenue,Payment Gateway
2025-09-08,Supplier Payment / Overheads,49931.525922940855,debit,COGS,Various Vendors
2025-09-09,Daily Sales Settlement,121882.94,credit,Sales Revenue,Payment Gateway
2025-09-09,Supplier Payment / Overheads,39683.83032523425,debit,Marketing,Various Vendors
2025-09-10,Daily Sales Settlement,105719.28,credit,Sales Revenue,Payment Gateway
2025-09-10,Supplier Payment / Overheads,43513.6044849655,debit,Marketing,Various Vendors
2025-09-11,Daily Sales Settlement,130149.43,credit,Sales Revenue,Payment Gateway
2025-09-12,Daily Sales Settlement,130893.24,credit,Sales Revenue,Payment Gateway
2025-09-12,Supplier Payment / Overheads,52019.33713961537,debit,Marketing,Various Vendors
2025-09-13,Daily Sales Settlement,153600.61,credit,Sales Revenue,Payment Gateway
2025-09-13,Supplier Payment / Overheads,57114.85565171175,debit,Rent,Various Vendors
2025-09-14,Daily Sales Settlement,107992.74,credit,Sales Revenue,Payment Gateway
2025-09-15,Daily Sales Settlement,116163.17,credit,Sales Revenue,Payment Gateway
2025-09-16,Daily Sales Settlement,150974.87,credit,Sales Revenue,Payment Gateway
2025-09-16,Supplier Payment / Overheads,92819.52798433282,debit,Marketing,Various Vendors
2025-09-17,Daily Sales Settlement,147458.45,credit,Sales Revenue,Payment Gateway
2025-09-18,Daily Sales Settlement,113525.55,credit,Sales Revenue,Payment Gateway
2025-09-18,Supplier Payment / Overheads,55507.31325694163,debit,Rent,Various Vendors
2025-09-19,Daily Sales Settlement,147498.11,credit,Sales Revenue,Payment Gateway
2025-09-20,Daily Sales Settlement,107965.94,credit,Sales Revenue,Payment Gateway
2025-09-21,Daily Sales Settlement,141691.32,credit,Sales Revenue,Payment Gateway
2025-09-22,Daily Sales Settlement,121253.43,credit,Sales Revenue,Payment Gateway
2025-09-23,Daily Sales Settlement,112512.54,credit,Sales Revenue,Payment Gateway
2025-09-23,Supplier Payment / Overheads,46376.27973617613,debit,COGS,Various Vendors
2025-09-24,Daily Sales Settlement,153003.99,credit,Sales Revenue,Payment Gateway
2025-09-25,Daily Sales Settlement,155513.17,credit,Sales Revenue,Payment Gateway
2025-09-26,Daily Sales Settlement,150553.76,credit,Sales Revenue,Payment Gateway
2025-09-27,Daily Sales Settlement,116612.92,credit,Sales Revenue,Payment Gateway
2025-09-27,Supplier Payment / Overheads,76217.23694196437,debit,Rent,Various Vendors
2025-09-28,Daily Sales Settlement,114191.13,credit,Sales Revenue,Payment Gateway
2025-09-29,Daily Sales Settlement,129802.93,credit,Sales Revenue,Payment Gateway
2025-09-30,Daily Sales Settlement,139675.42,credit,Sales Revenue,Payment Gateway
2025-10-01,Daily Sales Settlement,110880.14,credit,Sales Revenue,Payment Gateway
2025-10-02,Daily Sales Settlement,124235.11,credit,Sales Revenue,Payment Gateway
2025-10-03,Daily Sales Settlement,129490.67,credit,Sales Revenue,Payment Gateway
2025-10-04,Daily Sales Settlement,138473.01,credit,Sales Revenue,Payment Gateway
2025-10-05,Daily Sales Settlement,116681.54,credit,Sales Revenue,Payment Gateway
2025-10-06,Daily Sales Settlement,126294.59,credit,Sales Revenue,Payment Gateway
2025-10-07,Daily Sales Settlement,109005.95,credit,Sales Revenue,Payment Gateway
2025-10-07,Supplier Payment / Overheads,63248.39520151184,debit,Marketing,Various Vendors
2025-10-08,Daily Sales Settlement,127594.06,credit,Sales Revenue,Payment Gateway
2025-10-08,Supplier Payment / Overheads,51558.21863268192,debit,Rent,Various Vendors
2025-10-09,Daily Sales Settlement,145477.58,credit,Sales Revenue,Payment Gateway
2025-10-10,Daily Sales Settlement,139055.7,credit,Sales Revenue,Payment Gateway
2025-10-11,Daily Sales Settlement,142971.78,credit,Sales Revenue,Payment Gateway
2025-10-11,Supplier Payment / Overheads,52468.21484201133,debit,COGS,Various Vendors
2025-10-12,Daily Sales Settlement,156601.63,credit,Sales Revenue,Payment Gateway
2025-10-12,Supplier Payment / Overheads,66964.09337233844,debit,COGS,Various Vendors
2025-10-13,Daily Sales Settlement,123961.54,credit,Sales Revenue,Payment Gateway
2025-10-14,Daily Sales Settlement,114794.04,credit,Sales Revenue,Payment Gateway
2025-10-15,Daily Sales Settlement,108828.55,credit,Sales Revenue,Payment Gateway
2025-10-16,Daily Sales Settlement,123087.63,credit,Sales Revenue,Payment Gateway
2025-10-16,Supplier Payment / Overheads,46717.83876411332,debit,Rent,Various Vendors
2025-10-17,Daily Sales Settlement,112068.16,credit,Sales Revenue,Payment Gateway
2025-10-18,Daily Sales Settlement,114711.0,credit,Sales Revenue,Payment Gateway
2025-10-19,Daily Sales Settlement,144909.96,credit,Sales Revenue,Payment Gateway
2025-10-20,Daily Sales Settlement,153489.08,credit,Sales Revenue,Payment Gateway
2025-10-21,Daily Sales Settlement,109394.21,credit,Sales Revenue,Payment Gateway
2025-10-22,Daily Sales Settlement,145528.85,credit,Sales Revenue,Payment Gateway
2025-10-22,Supplier Payment / Overheads,54517.06816931808,debit,COGS,Various Vendors
2025-10-23,Daily Sales Settlement,139079.09,credit,Sales Revenue,Payment Gateway
2025-10-24,Daily Sales Settlement,118892.81,credit,Sales Revenue,Payment Gateway
2025-10-25,Daily Sales Settlement,137434.72,credit,Sales Revenue,Payment Gateway
2025-10-26,Daily Sales Settlement,155166.26,credit,Sales Revenue,Payment Gateway
2025-10-26,Supplier Payment / Overheads,51280.0266821087,debit,Payroll,Various Vendors
2025-10-27,Daily Sales Settlement,111761.48,credit,Sales Revenue,Payment Gateway
2025-10-28,Daily Sales Settlement,154181.79,credit,Sales Revenue,Payment Gateway
2025-10-29,Daily Sales Settlement,116739.54,credit,Sales Revenue,Payment Gateway
2025-10-30,Daily Sales Settlement,132564.53,credit,Sales Revenue,Payment Gateway
2025-10-31,Daily Sales Settlement,148915.81,credit,Sales Revenue,Payment Gateway
2025-11-01,Daily Sales Settlement,124904.69,credit,Sales Revenue,Payment Gateway
2025-11-02,Daily Sales Settlement,150866.27,credit,Sales Revenue,Payment Gateway
2025-11-03,Daily Sales Settlement,117824.07,credit,Sales Revenue,Payment Gateway
2025-11-04,Daily Sales Settlement,117607.26,credit,Sales Revenue,Payment Gateway
2025-11-05,Daily Sales Settlement,106942.47,credit,Sales Revenue,Payment Gateway
2025-11-06,Daily Sales Settlement,141076.3,credit,Sales Revenue,Payment Gateway
2025-11-07,Daily Sales Settlement,133965.13,credit,Sales Revenue,Payment Gateway
2025-11-08,Daily Sales Settlement,133655.9,credit,Sales Revenue,Payment Gateway
2025-11-08,Supplier Payment / Overheads,69783.50352407662,debit,Payroll,Various Vendors
2025-11-09,Daily Sales Settlement,138296.04,credit,Sales Revenue,Payment Gateway
2025-11-10,Daily Sales Settlement,156528.84,credit,Sales Revenue,Payment Gateway
2025-11-11,Daily Sales Settlement,122836.38,credit,Sales Revenue,Payment Gateway
2025-11-12,Daily Sales Settlement,124525.21,credit,Sales Revenue,Payment Gateway
2025-11-13,Daily Sales Settlement,132028.76,credit,Sales Revenue,Payment Gateway
2025-11-14,Daily Sales Settlement,148748.01,credit,Sales Revenue,Payment Gateway
2025-11-14,Supplier Payment / Overheads,86438.40850411764,debit,Marketing,Various Vendors
2025-11-15,Daily Sales Settlement,118239.36,credit,Sales Revenue,Payment Gateway
2025-11-16,Daily Sales Settlement,125534.0,credit,Sales Revenue,Payment Gateway
2025-11-17,Daily Sales Settlement,144551.43,credit,Sales Revenue,Payment Gateway
2025-11-18,Daily Sales Settlement,112995.39,credit,Sales Revenue,Payment Gateway
2025-11-19,Daily Sales Settlement,111941.06,credit,Sales Revenue,Payment Gateway
2025-11-20,Daily Sales Settlement,140882.95,credit,Sales Revenue,Payment Gateway
2025-11-20,Supplier Payment / Overheads,67086.35721891825,debit,Marketing,Various Vendors
2025-11-21,Daily Sales Settlement,159354.42,credit,Sales Revenue,Payment Gateway
2025-11-22,Daily Sales Settlement,158923.01,credit,Sales Revenue,Payment Gateway
2025-11-23,Daily Sales Settlement,138855.82,credit,Sales Revenue,Payment Gateway
2025-11-24,Daily Sales Settlement,134215.79,credit,Sales Revenue,Payment Gateway
2025-11-25,Daily Sales Settlement,129963.22,credit,Sales Revenue,Payment Gateway
2025-11-26,Daily Sales Settlement,113523.98,credit,Sales Revenue,Payment Gateway
2025-11-26,Supplier Payment / Overheads,41156.618533556204,debit,COGS,Various Vendors
2025-11-27,Daily Sales Settlement,140012.77,credit,Sales Revenue,Payment Gateway
2025-11-27,Supplier Payment / Overheads,60080.59252148664,debit,Rent,Various Vendors
2025-11-28,Daily Sales Settlement,113116.62,credit,Sales Revenue,Payment Gateway
2025-11-29,Daily Sales Settlement,148596.27,credit,Sales Revenue,Payment Gateway
2025-11-29,Supplier Payment / Overheads,47887.312843865744,debit,Payroll,Various Vendors
2025-11-30,Daily Sales Settlement,119743.64,credit,Sales Revenue,Payment Gateway
2025-11-30,Supplier Payment / Overheads,48939.42222084809,debit,Rent,Various Vendors
2025-12-01,Daily Sales Settlement,180586.87,credit,Sales Revenue,Payment Gateway
2025-12-02,Daily Sales Settlement,153338.21,credit,Sales Revenue,Payment Gateway
2025-12-03,Daily Sales Settlement,205557.52,credit,Sales Revenue,Payment Gateway
2025-12-04,Daily Sales Settlement,152060.06,credit,Sales Revenue,Payment Gateway
2025-12-05,Daily Sales Settlement,167056.83,credit,Sales Revenue,Payment Gateway
2025-12-06,Daily Sales Settlement,198333.92,credit,Sales Revenue,Payment Gateway
2025-12-07,Daily Sales Settlement,151367.89,credit,Sales Revenue,Payment Gateway
2025-12-08,Daily Sales Settlement,186897.29,credit,Sales Revenue,Payment Gateway
2025-12-09,Daily Sales Settlement,151479.4,credit,Sales Revenue,Payment Gateway
2025-12-10,Daily Sales Settlement,200091.32,credit,Sales Revenue,Payment Gateway
2025-12-10,Supplier Payment / Overheads,86602.8291574269,debit,Payroll,Various Vendors
2025-12-11,Daily Sales Settlement,159078.02,credit,Sales Revenue,Payment Gateway
2025-12-11,Supplier Payment / Overheads,62319.0852349749,debit,Marketing,Various Vendors
2025-12-12,Daily Sales Settlement,211642.58,credit,Sales Revenue,Payment Gateway
2025-12-13,Daily Sales Settlement,161736.05,credit,Sales Revenue,Payment Gateway
2025-12-14,Daily Sales Settlement,196993.0,credit,Sales Revenue,Payment Gateway
2025-12-14,Supplier Payment / Overheads,99658.508997615,debit,Payroll,Various Vendors
2025-12-15,Daily Sales Settlement,183845.28,credit,Sales Revenue,Payment Gateway
2025-12-16,Daily Sales Settlement,166217.61,credit,Sales Revenue,Payment Gateway
2025-12-16,Supplier Payment / Overheads,68943.78580206103,debit,Rent,Various Vendors
2025-12-17,Daily Sales Settlement,166569.29,credit,Sales Revenue,Payment Gateway
2025-12-18,Daily Sales Settlement,170755.32,credit,Sales Revenue,Payment Gateway
2025-12-19,Daily Sales Settlement,168984.65,credit,Sales Revenue,Payment Gateway
2025-12-20,Daily Sales Settlement,183470.98,credit,Sales Revenue,Payment Gateway
2025-12-21,Daily Sales Settlement,164566.02,credit,Sales Revenue,Payment Gateway
2025-12-21,Supplier Payment / Overheads,63281.48929657218,debit,COGS,Various Vendors
2025-12-22,Daily Sales Settlement,183149.75,credit,Sales Revenue,Payment Gateway
2025-12-22,Supplier Payment / Overheads,92970.19059124528,debit,Payroll,Various Vendors
2025-12-23,Daily Sales Settlement,173047.26,credit,Sales Revenue,Payment Gateway
2025-12-24,Daily Sales Settlement,152730.71,credit,Sales Revenue,Payment Gateway
2025-12-25,Daily Sales Settlement,178407.46,credit,Sales Revenue,Payment Gateway
2025-12-25,Supplier Payment / Overheads,92353.21055418947,debit,Rent,Various Vendors
2025-12-26,Daily Sales Settlement,184126.84,credit,Sales Revenue,Payment Gateway
2025-12-26,Supplier Payment / Overheads,70260.28924066239,debit,Payroll,Various Vendors
2025-12-27,Daily Sales Settlement,196598.13,credit,Sales Revenue,Payment Gateway
2025-12-28,Daily Sales Settlement,164655.38,credit,Sales Revenue,Payment Gateway
2025-12-29,Daily Sales Settlement,213126.22,credit,Sales Revenue,Payment Gateway
2025-12-29,Supplier Payment / Overheads,131981.0045642462,debit,COGS,Various Vendors
2025-12-30,Daily Sales Settlement,175550.31,credit,Sales Revenue,Payment Gateway
2025-12-30,Supplier Payment / Overheads,98859.35126872116,debit,Rent,Various Vendors
2025-12-31,Daily Sales Settlement,216190.06,credit,Sales Revenue,Payment Gateway
2026-01-01,Daily Sales Settlement,130632.42,credit,Sales Revenue,Payment Gateway
2026-01-02,Daily Sales Settlement,148431.08,credit,Sales Revenue,Payment Gateway
2026-01-03,Daily Sales Settlement,117627.55,credit,Sales Revenue,Payment Gateway
2026-01-04,Daily Sales Settlement,114729.38,credit,Sales Revenue,Payment Gateway
2026-01-05,Daily Sales Settlement,145914.05,credit,Sales Revenue,Payment Gateway
2026-01-06,Daily Sales Settlement,120760.02,credit,Sales Revenue,Payment Gateway
2026-01-06,Supplier Payment / Overheads,48967.03736200525,debit,COGS,Various Vendors
2026-01-07,Daily Sales Settlement,162080.41,credit,Sales Revenue,Payment Gateway
2026-01-08,Daily Sales Settlement,151637.47,credit,Sales Revenue,Payment Gateway
2026-01-08,Supplier Payment / Overheads,57447.50810005234,debit,Rent,Various Vendors
2026-01-09,Daily Sales Settlement,112242.99,credit,Sales Revenue,Payment Gateway
2026-01-10,Daily Sales Settlement,127661.96,credit,Sales Revenue,Payment Gateway
2026-01-10,Supplier Payment / Overheads,63209.785854067675,debit,Marketing,Various Vendors
2026-01-11,Daily Sales Settlement,131435.73,credit,Sales Revenue,Payment Gateway
2026-01-11,Supplier Payment / Overheads,50043.262733488555,debit,Payroll,Various Vendors
2026-01-12,Daily Sales Settlement,113800.85,credit,Sales Revenue,Payment Gateway
2026-01-13,Daily Sales Settlement,113824.81,credit,Sales Revenue,Payment Gateway
2026-01-13,Supplier Payment / Overheads,48338.07303848702,debit,Rent,Various Vendors
2026-01-14,Daily Sales Settlement,144197.08,credit,Sales Revenue,Payment Gateway
2026-01-14,Supplier Payment / Overheads,76443.56016030892,debit,COGS,Various Vendors
2026-01-15,Daily Sales Settlement,116236.78,credit,Sales Revenue,Payment Gateway
2026-01-16,Daily Sales Settlement,153644.2,credit,Sales Revenue,Payment Gateway
2026-01-17,Daily Sales Settlement,157088.75,credit,Sales Revenue,Payment Gateway
2026-01-17,Supplier Payment / Overheads,94851.38651975457,debit,Payroll,Various Vendors
2026-01-18,Daily Sales Settlement,136604.4,credit,Sales Revenue,Payment Gateway
2026-01-18,Supplier Payment / Overheads,43964.406087865515,debit,Payroll,Various Vendors
2026-01-19,Daily Sales Settlement,138763.82,credit,Sales Revenue,Payment Gateway
2026-01-19,Supplier Payment / Overheads,81089.98682678999,debit,Payroll,Various Vendors
2026-01-20,Daily Sales Settlement,115102.49,credit,Sales Revenue,Payment Gateway
2026-01-21,Daily Sales Settlement,127046.47,credit,Sales Revenue,Payment Gateway
2026-01-22,Daily Sales Settlement,152564.06,credit,Sales Revenue,Payment Gateway
2026-01-22,Supplier Payment / Overheads,83101.68641906012,debit,Rent,Various Vendors
2026-01-23,Daily Sales Settlement,118480.14,credit,Sales Revenue,Payment Gateway
2026-01-23,Supplier Payment / Overheads,37177.920597237084,debit,COGS,Various Vendors
2026-01-24,Daily Sales Settlement,146065.63,credit,Sales Revenue,Payment Gateway
2026-01-25,Daily Sales Settlement,152289.97,credit,Sales Revenue,Payment Gateway
2026-01-25,Supplier Payment / Overheads,68824.31613329337,debit,Rent,Various Vendors
2026-01-26,Daily Sales Settlement,143208.46,credit,Sales Revenue,Payment Gateway
2026-01-27,Daily Sales Settlement,159794.9,credit,Sales Revenue,Payment Gateway
2026-01-28,Daily Sales Settlement,134544.03,credit,Sales Revenue,Payment Gateway
2026-01-29,Daily Sales Settlement,128472.91,credit,Sales Revenue,Payment Gateway
2026-01-30,Daily Sales Settlement,163345.8,credit,Sales Revenue,Payment Gateway
2026-01-31,Daily Sales Settlement,129141.0,credit,Sales Revenue,Payment Gateway
2026-01-31,Supplier Payment / Overheads,66468.80988931716,debit,COGS,Various Vendors
2026-02-01,Daily Sales Settlement,140175.71,credit,Sales Revenue,Payment Gateway
2026-02-01,Supplier Payment / Overheads,72694.7140532605,debit,Payroll,Various Vendors
2026-02-02,Daily Sales Settlement,143259.02,credit,Sales Revenue,Payment Gateway
