date,description,amount,type,category,merchant
2025-05-31,Daily Sales Settlement,136894.15,credit,Sales Revenue,Payment Gateway
2025-05-31,Supplier Payment / Overheads,30232.608455729223,debit,Marketing,Various Vendors
2025-06-01,Daily Sales Settlement,166783.62,credit,Sales Revenue,Payment Gateway
2025-06-01,Supplier Payment / Overheads,24946.23312325835,debit,Marketing,Various Vendors
2025-06-02,Daily Sales Settlement,162735.46,credit,Sales Revenue,Payment Gateway
2025-06-03,Daily Sales Settlement,162067.29,credit,Sales Revenue,Payment Gateway
2025-06-03,Supplier Payment / Overheads,24194.255787266,debit,COGS,Various Vendors
2025-06-04,Daily Sales Settlement,192693.81,credit,Sales Revenue,Payment Gateway
2025-06-05,Daily Sales Settlement,184065.79,credit,Sales Revenue,Payment Gateway
2025-06-06,Daily Sales Settlement,170870.16,credit,Sales Revenue,Payment Gateway
2025-06-07,Daily Sales Settlement,165256.29,credit,Sales Revenue,Payment Gateway
2025-06-07,Supplier Payment / Overheads,25201.06076075737,debit,Payroll,Various Vendors
2025-06-08,Daily Sales Settlement,153920.5,credit,Sales Revenue,Payment Gateway
2025-06-08,Supplier Payment / Overheads,18886.68232784204,debit,Marketing,Various Vendors
2025-06-09,Daily Sales Settlement,159033.49,credit,Sales Revenue,Payment Gateway
2025-06-09,Supplier Payment / Overheads,19349.60739167755,debit,Marketing,Various Vendors
2025-06-10,Daily Sales Settlement,143510.59,credit,Sales Revenue,Payment Gateway
2025-06-11,Daily Sales Settlement,192544.83,credit,Sales Revenue,Payment Gateway
2025-06-12,Daily Sales Settlement,182560.93,credit,Sales Revenue,Payment Gateway
2025-06-13,Daily Sales Settlement,182793.2,credit,Sales Revenue,Payment Gateway
2025-06-13,Supplier Payment / Overheads,31755.41133147748,debit,COGS,Various Vendors
2025-06-14,Daily Sales Settlement,184819.14,credit,Sales Revenue,Payment Gateway
2025-06-15,Daily Sales Settlement,175056.18,credit,Sales Revenue,Payment Gateway
2025-06-16,Daily Sales Settlement,187952.45,credit,Sales Revenue,Payment Gateway
2025-06-16,Supplier Payment / Overheads,29586.91139519334,debit,Payroll,Various Vendors
2025-06-17,Daily Sales Settlement,192435.68,credit,Sales Revenue,Payment Gateway
2025-06-18,Daily Sales Settlement,145421.31,credit,Sales Revenue,Payment Gateway
2025-06-19,Daily Sales Settlement,149530.85,credit,Sales Revenue,Payment Gateway
2025-06-20,Daily Sales Settlement,161179.94,credit,Sales Revenue,Payment Gateway
2025-06-20,Supplier Payment / Overheads,30640.92115444148,debit,Marketing,Various Vendors
2025-06-21,Daily Sales Settlement,175497.74,credit,Sales Revenue,Payment Gateway
2025-06-22,Daily Sales Settlement,194669.03,credit,Sales Revenue,Payment Gateway
2025-06-23,Daily Sales Settlement,149018.11,credit,Sales Revenue,Payment Gateway
2025-06-24,Daily Sales Settlement,183151.21,credit,Sales Revenue,Payment Gateway
2025-06-25,Daily Sales Settlement,139627.13,credit,Sales Revenue,Payment Gateway
2025-06-26,Daily Sales Settlement,199121.85,credit,Sales Revenue,Payment Gateway
2025-06-27,Daily Sales Settlement,200267.53,credit,Sales Revenue,Payment Gateway
2025-06-28,Daily Sales Settlement,156506.72,credit,Sales Revenue,Payment Gateway
2025-06-28,Supplier Payment / Overheads,18570.072506136272,debit,Marketing,Various Vendors
2025-06-29,Daily Sales Settlement,195364.83,credit,Sales Revenue,Payment Gateway
2025-06-29,Supplier Payment / Overheads,38479.399700272916,debit,Payroll,Various Vendors
2025-06-30,Daily Sales Settlement,156109.66,credit,Sales Revenue,Payment Gateway
2025-07-01,Daily Sales Settlement,174222.63,credit,Sales Revenue,Payment Gateway
2025-07-01,Supplier Payment / Overheads,24520.123619195725,debit,COGS,Various Vendors
2025-07-02,Daily Sales Settlement,167214.78,credit,Sales Revenue,Payment Gateway
2025-07-03,Daily Sales Settlement,155141.01,credit,Sales Revenue,Payment Gateway
2025-07-04,Daily Sales Settlement,207525.84,credit,Sales Revenue,Payment Gateway
2025-07-05,Daily Sales Settlement,145617.22,credit,Sales Revenue,Payment Gateway
2025-07-06,Daily Sales Settlement,198011.14,credit,Sales Revenue,Payment Gateway
2025-07-06,Supplier Payment / Overheads,31820.106607360285,debit,Payroll,Various Vendors
2025-07-07,Daily Sales Settlement,154887.3,credit,Sales Revenue,Payment Gateway
2025-07-08,Daily Sales Settlement,189041.52,credit,Sales Revenue,Payment Gateway
2025-07-09,Daily Sales Settlement,160233.46,credit,Sales Revenue,Payment Gateway
2025-07-10,Daily Sales Settlement,186442.05,credit,Sales Revenue,Payment Gateway
2025-07-11,Daily Sales Settlement,176279.91,credit,Sales Revenue,Payment Gateway
2025-07-12,Daily Sales Settlement,197680.74,credit,Sales Revenue,Payment Gateway
2025-07-12,Supplier Payment / Overheads,33977.33671258719,debit,Payroll,Various Vendors
2025-07-13,Daily Sales Settlement,181401.86,credit,Sales Revenue,Payment Gateway
2025-07-14,Daily Sales Settlement,153971.95,credit,Sales Revenue,Payment Gateway
2025-07-15,Daily Sales Settlement,160305.07,credit,Sales Revenue,Payment Gateway
2025-07-15,Supplier Payment / Overheads,24474.52541416942,debit,Payroll,Various Vendors
2025-07-16,Daily Sales Settlement,185548.64,credit,Sales Revenue,Payment Gateway
2025-07-17,Daily Sales Settlement,182463.4,credit,Sales Revenue,Payment Gateway
2025-07-18,Daily Sales Settlement,187207.23,credit,Sales Revenue,Payment Gateway
2025-07-18,Supplier Payment / Overheads,24068.89411143952,debit,Marketing,Various Vendors
2025-07-19,Daily Sales Settlement,156117.92,credit,Sales Revenue,Payment Gateway
2025-07-19,Supplier Payment / Overheads,30278.614720635924,debit,COGS,Various Vendors
2025-07-20,Daily Sales Settlement,164463.15,credit,Sales Revenue,Payment Gateway
2025-07-21,Daily Sales Settlement,150416.62,credit,Sales Revenue,Payment Gateway
2025-07-22,Daily Sales Settlement,144592.28,credit,Sales Revenue,Payment Gateway
2025-07-23,Daily Sales Settlement,183465.74,credit,Sales Revenue,Payment Gateway
2025-07-23,Supplier Payment / Overheads,34153.75320683139,debit,Marketing,Various Vendors
2025-07-24,Daily Sales Settlement,191497.13,credit,Sales Revenue,Payment Gateway
2025-07-24,Supplier Payment / Overheads,29641.03426854267,debit,COGS,Various Vendors
2025-07-25,Daily Sales Settlement,189849.6,credit,Sales Revenue,Payment Gateway
2025-07-26,Daily Sales Settlement,148228.82,credit,Sales Revenue,Payment Gateway
2025-07-27,Daily Sales Settlement,152981.9,credit,Sales Revenue,Payment Gateway
2025-07-28,Daily Sales Settlement,165836.19,credit,Sales Revenue,Payment Gateway
2025-07-29,Daily Sales Settlement,169599.67,credit,Sales Revenue,Payment Gateway
2025-07-29,Supplier Payment / Overheads,22829.907061465405,debit,Rent,Various Vendors
2025-07-30,Daily Sales Settlement,166183.24,credit,Sales Revenue,Payment Gateway
2025-07-31,Daily Sales Settlement,184693.37,credit,Sales Revenue,Payment Gateway
2025-08-01,Daily Sales Settlement,198628.39,credit,Sales Revenue,Payment Gateway
2025-08-01,Supplier Payment / Overheads,41828.746570950614,debit,COGS,Various Vendors
2025-08-02,Daily Sales Settlement,192437.3,credit,Sales Revenue,Payment Gateway
2025-08-03,Daily Sales Settlement,180489.67,credit,Sales Revenue,Payment Gateway
2025-08-03,Supplier Payment / Overheads,22166.940934782757,debit,Marketing,Various Vendors
2025-08-04,Daily Sales Settlement,196488.65,credit,Sales Revenue,Payment Gateway
2025-08-05,Daily Sales Settlement,155624.56,credit,Sales Revenue,Payment Gateway
2025-08-06,Daily Sales Settlement,186851.09,credit,Sales Revenue,Payment Gateway
2025-08-06,Supplier Payment / Overheads,30109.01264798689,debit,Marketing,Various Vendors
2025-08-07,Daily Sales Settlement,183754.48,credit,Sales Revenue,Payment Gateway
2025-08-08,Daily Sales Settlement,210545.51,credit,Sales Revenue,Payment Gateway
2025-08-08,Supplier Payment / Overheads,44722.054726093105,debit,Payroll,Various Vendors
2025-08-09,Daily Sales Settlement,200248.98,credit,Sales Revenue,Payment Gateway
2025-08-10,Daily Sales Settlement,190854.68,credit,Sales Revenue,Payment Gateway
2025-08-11,Daily Sales Settlement,189187.73,credit,Sales Revenue,Payment Gateway
2025-08-12,Daily Sales Settlement,156382.21,credit,Sales Revenue,Payment Gateway
2025-08-13,Daily Sales Settlement,143499.38,credit,Sales Revenue,Payment Gateway
2025-08-14,Daily Sales Settlement,154489.69,credit,Sales Revenue,Payment Gateway
2025-08-14,Supplier Payment / Overheads,30847.24588224979,debit,COGS,Various Vendors
2025-08-15,Daily Sales Settlement,148171.57,credit,Sales Revenue,Payment Gateway
2025-08-16,Daily Sales Settlement,192991.58,credit,Sales Revenue,Payment Gateway
2025-08-16,Supplier Payment / Overheads,37105.84725683769,debit,Rent,Various Vendors
2025-08-17,Daily Sales Settlement,207541.25,credit,Sales Revenue,Payment Gateway
2025-08-18,Daily Sales Settlement,143968.05,credit,Sales Revenue,Payment Gateway
2025-08-19,Daily Sales Settlement,168408.17,credit,Sales Revenue,Payment Gateway
2025-08-20,Daily Sales Settlement,198644.34,credit,Sales Revenue,Payment Gateway
2025-08-20,Supplier Payment / Overheads,28625.54478800541,debit,COGS,Various Vendors
2025-08-21,Daily Sales Settlement,164756.42,credit,Sales Revenue,Payment Gateway
2025-08-22,Daily Sales Settlement,190615.39,credit,Sales Revenue,Payment Gateway
2025-08-23,Daily Sales Settlement,152389.75,credit,Sales Revenue,Payment Gateway
2025-08-24,Daily Sales Settlement,180722.19,credit,Sales Revenue,Payment Gateway
2025-08-25,Daily Sales Settlement,151305.73,credit,Sales Revenue,Payment Gateway
2025-08-25,Supplier Payment / Overheads,22564.714901951556,debit,Rent,Various Vendors
2025-08-26,Daily Sales Settlement,182756.71,credit,Sales Revenue,Payment Gateway
2025-08-26,Supplier Payment / Overheads,32982.69835549528,debit,COGS,Various Vendors
2025-08-27,Daily Sales Settlement,169375.8,credit,Sales Revenue,Payment Gateway
2025-08-28,Daily Sales Settlement,158143.91,credit,Sales Revenue,Payment Gateway
2025-08-28,Supplier Payment / Overheads,34502.06758175993,debit,Rent,Various Vendors
2025-08-29,Daily Sales Settlement,211862.86,credit,Sales Revenue,Payment Gateway
2025-08-29,Supplier Payment / Overheads,37829.102262199274,debit,COGS,Various Vendors
2025-08-30,Daily Sales Settlement,213202.18,credit,Sales Revenue,Payment Gateway
2025-08-31,Daily Sales Settlement,201643.58,credit,Sales Revenue,Payment Gateway
2025-09-01,Daily Sales Settlement,172825.66,credit,Sales Revenue,Payment Gateway
2025-09-01,Supplier Payment / Overheads,28083.72500663209,debit,Marketing,Various Vendors
2025-09-02,Daily Sales Settlement,207890.02,credit,Sales Revenue,Payment Gateway
2025-09-02,Supplier Payment / Overheads,36980.8416413842,debit,Payroll,Various Vendors
2025-09-03,Daily Sales Settlement,153706.28,credit,Sales Revenue,Payment Gateway
2025-09-03,Supplier Payment / Overheads,29600.024867518547,debit,Marketing,Various Vendors
2025-09-04,Daily Sales Settlement,171127.09,credit,Sales Revenue,Payment Gateway
2025-09-05,Daily Sales Settlement,154993.14,credit,Sales Revenue,Payment Gateway
2025-09-06,Daily Sales Settlement,212470.41,credit,Sales Revenue,Payment Gateway
2025-09-07,Daily Sales Settlement,144707.52,credit,Sales Revenue,Payment Gateway
2025-09-08,Daily Sales Settlement,147289.61,credit,Sales Revenue,Payment Gateway
2025-09-09,Daily Sales Settlement,162849.22,credit,Sales Revenue,Payment Gateway
2025-09-10,Daily Sales Settlement,214060.94,credit,Sales Revenue,Payment Gateway
2025-09-11,Daily Sales Settlement,178540.54,credit,Sales Revenue,Payment Gateway
2025-09-12,Daily Sales Settlement,164755.88,credit,Sales Revenue,Payment Gateway
2025-09-12,Supplier Payment / Overheads,35186.859784427004,debit,Payroll,Various Vendors
2025-09-13,Daily Sales Settlement,194155.61,credit,Sales Revenue,Payment Gateway
2025-09-13,Supplier Payment / Overheads,43753.1510003722,debit,COGS,Various Vendors
2025-09-14,Daily Sales Settlement,180575.04,credit,Sales Revenue,Payment Gateway
2025-09-15,Daily Sales Settlement,153720.98,credit,Sales Revenue,Payment Gateway
2025-09-15,Supplier Payment / Overheads,25731.725295865403,debit,Rent,Various Vendors
2025-09-16,Daily Sales Settlement,179055.72,credit,Sales Revenue,Payment Gateway
2025-09-17,Daily Sales Settlement,204221.57,credit,Sales Revenue,Payment Gateway
2025-09-17,Supplier Payment / Overheads,49143.40123431713,debit,Rent,Various Vendors
2025-09-18,Daily Sales Settlement,155228.34,credit,Sales Revenue,Payment Gateway
2025-09-19,Daily Sales Settlement,183672.78,credit,Sales Revenue,Payment Gateway
2025-09-20,Daily Sales Settlement,165543.98,credit,Sales Revenue,Payment Gateway
2025-09-20,Supplier Payment / Overheads,32432.744916077474,debit,Rent,Various Vendors
2025-09-21,Daily Sales Settlement,174536.78,credit,Sales Revenue,Payment Gateway
2025-09-22,Daily Sales Settlement,144257.25,credit,Sales Revenue,Payment Gateway
2025-09-23,Daily Sales Settlement,200549.85,credit,Sales Revenue,Payment Gateway
2025-09-23,Supplier Payment / Overheads,37699.70288940575,debit,COGS,Various Vendors
2025-09-24,Daily Sales Settlement,182936.1,credit,Sales Revenue,Payment Gateway
2025-09-25,Daily Sales Settlement,166387.03,credit,Sales Revenue,Payment Gateway
2025-09-26,Daily Sales Settlement,181847.65,credit,Sales Revenue,Payment Gateway
2025-09-26,Supplier Payment / Overheads,24059.26945328551,debit,COGS,Various Vendors
2025-09-27,Daily Sales Settlement,183034.65,credit,Sales Revenue,Payment Gateway
2025-09-28,Daily Sales Settlement,192353.95,credit,Sales Revenue,Payment Gateway
2025-09-28,Supplier Payment / Overheads,32100.03351762366,debit,COGS,Various Vendors
2025-09-29,Daily Sales Settlement,145336.34,credit,Sales Revenue,Payment Gateway
2025-09-30,Daily Sales Settlement,188838.49,credit,Sales Revenue,Payment Gateway
2025-09-30,Supplier Payment / Overheads,24985.801613237163,debit,Payroll,Various Vendors
2025-10-01,Daily Sales Settlement,162628.49,credit,Sales Revenue,Payment Gateway
2025-10-01,Supplier Payment / Overheads,31632.936908489857,debit,Rent,Various Vendors
2025-10-02,Daily Sales Settlement,164743.32,credit,Sales Revenue,Payment Gateway
2025-10-03,Daily Sales Settlement,212255.64,credit,Sales Revenue,Payment Gateway
2025-10-04,Daily Sales Settlement,188619.48,credit,Sales Revenue,Payment Gateway
2025-10-05,Daily Sales Settlement,194995.82,credit,Sales Revenue,Payment Gateway
2025-10-06,Daily Sales Settlement,210794.83,credit,Sales Revenue,Payment Gateway
2025-10-07,Daily Sales Settlement,185426.61,credit,Sales Revenue,Payment Gateway
2025-10-08,Daily Sales Settlement,206368.01,credit,Sales Revenue,Payment Gateway
2025-10-08,Supplier Payment / Overheads,33185.175646772885,debit,Marketing,Various Vendors
2025-10-09,Daily Sales Settlement,194199.86,credit,Sales Revenue,Payment Gateway
2025-10-10,Daily Sales Settlement,193484.64,credit,Sales Revenue,Payment Gateway
2025-10-11,Daily Sales Settlement,149625.65,credit,Sales Revenue,Payment Gateway
2025-10-11,Supplier Payment / Overheads,27312.96541989345,debit,Payroll,Various Vendors
2025-10-12,Daily Sales Settlement,159244.37,credit,Sales Revenue,Payment Gateway
2025-10-13,Daily Sales Settlement,203935.65,credit,Sales Revenue,Payment Gateway
2025-10-13,Supplier Payment / Overheads,35146.2477176808,debit,Marketing,Various Vendors
2025-10-14,Daily Sales Settlement,211140.6,credit,Sales Revenue,Payment Gateway
2025-10-14,Supplier Payment / Overheads,33944.50716140601,debit,Rent,Various Vendors
2025-10-15,Daily Sales Settlement,199534.29,credit,Sales Revenue,Payment Gateway
2025-10-16,Daily Sales Settlement,185790.72,credit,Sales Revenue,Payment Gateway
2025-10-16,Supplier Payment / Overheads,32652.508459999786,debit,COGS,Various Vendors
2025-10-17,Daily Sales Settlement,167462.44,credit,Sales Revenue,Payment Gateway
2025-10-18,Daily Sales Settlement,213525.05,credit,Sales Revenue,Payment Gateway
2025-10-19,Daily Sales Settlement,177484.88,credit,Sales Revenue,Payment Gateway
2025-10-20,Daily Sales Settlement,174848.08,credit,Sales Revenue,Payment Gateway
2025-10-21,Daily Sales Settlement,185418.5,credit,Sales Revenue,Payment Gateway
2025-10-22,Daily Sales Settlement,191070.53,credit,Sales Revenue,Payment Gateway
2025-10-23,Daily Sales Settlement,152991.08,credit,Sales Revenue,Payment Gateway
2025-10-24,Daily Sales Settlement,200289.16,credit,Sales Revenue,Payment Gateway
2025-10-24,Supplier Payment / Overheads,37839.09456059808,debit,Payroll,Various Vendors
2025-10-25,Daily Sales Settlement,201284.59,credit,Sales Revenue,Payment Gateway
2025-10-25,Supplier Payment / Overheads,42680.923544021956,debit,Payroll,Various Vendors
2025-10-26,Daily Sales Settlement,173906.8,credit,Sales Revenue,Payment Gateway
2025-10-27,Daily Sales Settlement,175814.87,credit,Sales Revenue,Payment Gateway
2025-10-28,Daily Sales Settlement,157429.79,credit,Sales Revenue,Payment Gateway
2025-10-28,Supplier Payment / Overheads,22151.422713471304,debit,Marketing,Various Vendors
2025-10-29,Daily Sales Settlement,192355.07,credit,Sales Revenue,Payment Gateway
2025-10-30,Daily Sales Settlement,189368.54,credit,Sales Revenue,Payment Gateway
2025-10-31,Daily Sales Settlement,186832.17,credit,Sales Revenue,Payment Gateway
2025-11-01,Daily Sales Settlement,148852.99,credit,Sales Revenue,Payment Gateway
2025-11-02,Daily Sales Settlement,177725.17,credit,Sales Revenue,Payment Gateway
2025-11-03,Daily Sales Settlement,218833.38,credit,Sales Revenue,Payment Gateway
2025-11-04,Daily Sales Settlement,203833.75,credit,Sales Revenue,Payment Gateway
2025-11-05,Daily Sales Settlement,193878.36,credit,Sales Revenue,Payment Gateway
2025-11-06,Daily Sales Settlement,208968.91,credit,Sales Revenue,Payment Gateway
2025-11-07,Daily Sales Settlement,169350.11,credit,Sales Revenue,Payment Gateway
2025-11-07,Supplier Payment / Overheads,23235.87521983132,debit,Marketing,Various Vendors
2025-11-08,Daily Sales Settlement,172662.45,credit,Sales Revenue,Payment Gateway
2025-11-09,Daily Sales Settlement,209821.25,credit,Sales Revenue,Payment Gateway
2025-11-10,Daily Sales Settlement,154068.02,credit,Sales Revenue,Payment Gateway
2025-11-11,Daily Sales Settlement,174416.12,credit,Sales Revenue,Payment Gateway
2025-11-12,Daily Sales Settlement,191050.59,credit,Sales Revenue,Payment Gateway
2025-11-12,Supplier Payment / Overheads,39614.87039096774,debit,Rent,Various Vendors
2025-11-13,Daily Sales Settlement,182089.71,credit,Sales Revenue,Payment Gateway
2025-11-13,Supplier Payment / Overheads,44472.51129120631,debit,Payroll,Various Vendors
2025-11-14,Daily Sales Settlement,217445.1,credit,Sales Revenue,Payment Gateway
2025-11-15,Daily Sales Settlement,182990.42,credit,Sales Revenue,Payment Gateway
2025-11-15,Supplier Payment / Overheads,30657.009821059142,debit,Rent,Various Vendors
2025-11-16,Daily Sales Settlement,196658.37,credit,Sales Revenue,Payment Gateway
2025-11-17,Daily Sales Settlement,182596.75,credit,Sales Revenue,Payment Gateway
2025-11-17,Supplier Payment / Overheads,26246.704984651922,debit,Payroll,Various Vendors
2025-11-18,Daily Sales Settlement,167872.77,credit,Sales Revenue,Payment Gateway
2025-11-19,Daily Sales Settlement,175458.48,credit,Sales Revenue,Payment Gateway
2025-11-20,Daily Sales Settlement,217481.94,credit,Sales Revenue,Payment Gateway
2025-11-21,Daily Sales Settlement,175293.95,credit,Sales Revenue,Payment Gateway
2025-11-21,Supplier Payment / Overheads,37804.4926437622,debit,Marketing,Various Vendors
2025-11-22,Daily Sales Settlement,156203.81,credit,Sales Revenue,Payment Gateway
2025-11-23,Daily Sales Settlement,176886.7,credit,Sales Revenue,Payment Gateway
2025-11-24,Daily Sales Settlement,215672.27,credit,Sales Revenue,Payment Gateway
2025-11-24,Supplier Payment / Overheads,48837.696851667555,debit,Rent,Various Vendors
2025-11-25,Daily Sales Settlement,155852.05,credit,Sales Revenue,Payment Gateway
2025-11-26,Daily Sales Settlement,185397.2,credit,Sales Revenue,Payment Gateway
2025-11-27,Daily Sales Settlement,178996.72,credit,Sales Revenue,Payment Gateway
2025-11-28,Daily Sales Settlement,200819.25,credit,Sales Revenue,Payment Gateway
2025-11-29,Daily Sales Settlement,211963.36,credit,Sales Revenue,Payment Gateway
2025-11-30,Daily Sales Settlement,213660.45,credit,Sales Revenue,Payment Gateway
2025-11-30,Supplier Payment / Overheads,37876.08764328847,debit,Rent,Various Vendors
2025-12-01,Daily Sales Settlement,181835.57,credit,Sales Revenue,Payment Gateway
2025-12-01,Supplier Payment / Overheads,24069.69946199148,debit,Payroll,Various Vendors
2025-12-02,Daily Sales Settlement,206023.57,credit,Sales Revenue,Payment Gateway
2025-12-02,Supplier Payment / Overheads,33092.92477711729,debit,Rent,Various Vendors
2025-12-03,Daily Sales Settlement,186752.12,credit,Sales Revenue,Payment Gateway
2025-12-03,Supplier Payment / Overheads,37571.16937474034,debit,COGS,Various Vendors
2025-12-04,Daily Sales Settlement,197207.39,credit,Sales Revenue,Payment Gateway
2025-12-05,Daily Sales Settlement,154010.56,credit,Sales Revenue,Payment Gateway
2025-12-05,Supplier Payment / Overheads,26030.596095038673,debit,Rent,Various Vendors
2025-12-06,Daily Sales Settlement,189542.08,credit,Sales Revenue,Payment Gateway
2025-12-07,Daily Sales Settlement,201820.91,credit,Sales Revenue,Payment Gateway
2025-12-08,Daily Sales Settlement,209010.39,credit,Sales Revenue,Payment Gateway
2025-12-08,Supplier Payment / Overheads,40199.527016608066,debit,COGS,Various Vendors
2025-12-09,Daily Sales Settlement,179710.64,credit,Sales Revenue,Payment Gateway
2025-12-10,Daily Sales Settlement,213081.59,credit,Sales Revenue,Payment Gateway
2025-12-10,Supplier Payment / Overheads,39390.19579627919,debit,COGS,Various Vendors
2025-12-11,Daily Sales Settlement,176614.16,credit,Sales Revenue,Payment Gateway
2025-12-12,Daily Sales Settlement,177384.17,credit,Sales Revenue,Payment Gateway
2025-12-12,Supplier Payment / Overheads,24667.623107123945,debit,Rent,Various Vendors
2025-12-13,Daily Sales Settlement,152478.18,credit,Sales Revenue,Payment Gateway
2025-12-14,Daily Sales Settlement,199593.93,credit,Sales Revenue,Payment Gateway
2025-12-15,Daily Sales Settlement,150175.13,credit,Sales Revenue,Payment Gateway
2025-12-15,Supplier Payment / Overheads,30360.066736561388,debit,Marketing,Various Vendors
2025-12-16,Daily Sales Settlement,189539.16,credit,Sales Revenue,Payment Gateway
2025-12-16,Supplier Payment / Overheads,35565.02248757826,debit,Marketing,Various Vendors
2025-12-17,Daily Sales Settlement,182125.52,credit,Sales Revenue,Payment Gateway
2025-12-17,Supplier Payment / Overheads,35653.020683085044,debit,COGS,Various Vendors
2025-12-18,Daily Sales Settlement,171259.95,credit,Sales Revenue,Payment Gateway
2025-12-19,Daily Sales Settlement,215819.57,credit,Sales Revenue,Payment Gateway
2025-12-20,Daily Sales Settlement,165802.88,credit,Sales Revenue,Payment Gateway
2025-12-20,Supplier Payment / Overheads,27717.00866575528,debit,Marketing,Various Vendors
2025-12-21,Daily Sales Settlement,167865.63,credit,Sales Revenue,Payment Gateway
2025-12-21,Supplier Payment / Overheads,25714.069508601442,debit,COGS,Various Vendors
2025-12-22,Daily Sales Settlement,215815.0,credit,Sales Revenue,Payment Gateway
2025-12-22,Supplier Payment / Overheads,37778.20994307568,debit,Rent,Various Vendors
2025-12-23,Daily Sales Settlement,170227.34,credit,Sales Revenue,Payment Gateway
2025-12-23,Supplier Payment / Overheads,22367.662327169208,debit,Marketing,Various Vendors
2025-12-24,Daily Sales Settlement,218346.34,credit,Sales Revenue,Payment Gateway
2025-12-25,Daily Sales Settlement,195188.83,credit,Sales Revenue,Payment Gateway
2025-12-25,Supplier Payment / Overheads,34381.272563504004,debit,Marketing,Various Vendors
2025-12-26,Daily Sales Settlement,214118.76,credit,Sales Revenue,Payment Gateway
2025-12-27,Daily Sales Settlement,165897.39,credit,Sales Revenue,Payment Gateway
2025-12-28,Daily Sales Settlement,179541.41,credit,Sales Revenue,Payment Gateway
2025-12-29,Daily Sales Settlement,223166.11,credit,Sales Revenue,Payment Gateway
2025-12-30,Daily Sales Settlement,204322.78,credit,Sales Revenue,Payment Gateway
2025-12-31,Daily Sales Settlement,222826.81,credit,Sales Revenue,Payment Gateway
2025-12-31,Supplier Payment / Overheads,47350.22773415147,debit,COGS,Various Vendors
2026-01-01,Daily Sales Settlement,241324.74,credit,Sales Revenue,Payment Gateway
2026-01-02,Daily Sales Settlement,223037.81,credit,Sales Revenue,Payment Gateway
2026-01-03,Daily Sales Settlement,215886.05,credit,Sales Revenue,Payment Gateway
2026-01-04,Daily Sales Settlement,167810.51,credit,Sales Revenue,Payment Gateway
2026-01-04,Supplier Payment / Overheads,26855.208681958986,debit,Payroll,Various Vendors
2026-01-05,Daily Sales Settlement,171532.35,credit,Sales Revenue,Payment Gateway
2026-01-06,Daily Sales Settlement,168519.91,credit,Sales Revenue,Payment Gateway
2026-01-07,Daily Sales Settlement,176939.24,credit,Sales Revenue,Payment Gateway
2026-01-07,Supplier Payment / Overheads,33438.4451803217,debit,Payroll,Various Vendors
2026-01-08,Daily Sales Settlement,190167.18,credit,Sales Revenue,Payment Gateway
2026-01-09,Daily Sales Settlement,190365.14,credit,Sales Revenue,Payment Gateway
2026-01-10,Daily Sales Settlement,183302.98,credit,Sales Revenue,Payment Gateway
2026-01-11,Daily Sales Settlement,198393.15,credit,Sales Revenue,Payment Gateway
2026-01-12,Daily Sales Settlement,181293.02,credit,Sales Revenue,Payment Gateway
2026-01-13,Daily Sales Settlement,217741.37,credit,Sales Revenue,Payment Gateway
2026-01-13,Supplier Payment / Overheads,43034.84303500765,debit,Rent,Various Vendors
2026-01-14,Daily Sales Settlement,199446.8,credit,Sales Revenue,Payment Gateway
2026-01-15,Daily Sales Settlement,167908.48,credit,Sales Revenue,Payment Gateway
2026-01-16,Daily Sales Settlement,234191.08,credit,Sales Revenue,Payment Gateway
2026-01-17,Daily Sales Settlement,200593.5,credit,Sales Revenue,Payment Gateway
2026-01-17,Supplier Payment / Overheads,31377.433650537325,debit,Marketing,Various Vendors
2026-01-18,Daily Sales Settlement,248949.25,credit,Sales Revenue,Payment Gateway
2026-01-19,Daily Sales Settlement,183677.66,credit,Sales Revenue,Payment Gateway
2026-01-19,Supplier Payment / Overheads,40873.64415081939,debit,Marketing,Various Vendors
2026-01-20,Daily Sales Settlement,241912.45,credit,Sales Revenue,Payment Gateway
2026-01-21,Daily Sales Settlement,202080.56,credit,Sales Revenue,Payment Gateway
2026-01-21,Supplier Payment / Overheads,34908.307364865075,debit,Payroll,Various Vendors
2026-01-22,Daily Sales Settlement,189457.44,credit,Sales Revenue,Payment Gateway
2026-01-23,Daily Sales Settlement,250319.47,credit,Sales Revenue,Payment Gateway
2026-01-24,Daily Sales Settlement,189137.18,credit,Sales Revenue,Payment Gateway
2026-01-25,Daily Sales Settlement,216120.76,credit,Sales Revenue,Payment Gateway
2026-01-25,Supplier Payment / Overheads,27584.13318529128,debit,Rent,Various Vendors
2026-01-26,Daily Sales Settlement,202385.53,credit,Sales Revenue,Payment Gateway
2026-01-27,Daily Sales Settlement,203347.11,credit,Sales Revenue,Payment Gateway
2026-01-28,Daily Sales Settlement,215821.09,credit,Sales Revenue,Payment Gateway
2026-01-29,Daily Sales Settlement,245964.61,credit,Sales Revenue,Payment Gateway
2026-01-30,Daily Sales Settlement,171390.34,credit,Sales Revenue,Payment Gateway
2026-01-31,Daily Sales Settlement,169250.15,credit,Sales Revenue,Payment Gateway
2026-01-31,Supplier Payment / Overheads,31868.71648731035,debit,Payroll,Various Vendors
2026-02-01,Daily Sales Settlement,195659.4,credit,Sales Revenue,Payment Gateway
